model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
timbrewm,5,chinese:SSB0005,0,0,single_copy,0,,-3.3027,0.8174,4.6439,1.0000,147.69,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,0,0,mean,1,,-5.2906,-0.3085,4.5486,0.9972,34.38,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,0,0,rp,0,,-4.2783,0.0641,4.4390,0.9924,31.32,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,0,0,random_dirichlet,0,,-4.6711,0.1280,4.5040,0.9940,32.51,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,0,0,eep,0,,-4.2783,0.0641,4.4390,0.9924,31.32,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,0,0,fwp,1,,-5.6514,-0.2912,4.5820,0.9966,35.62,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,0,0,dm,0,,-5.1667,0.0332,4.5573,0.9968,34.48,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,0,0,tct,0,,-4.6845,0.0308,4.4258,0.9937,31.48,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,0,0,payload_farthest,1,,-5.6514,-0.2912,4.5820,0.9966,35.62,0.3737,-0.9486,0.0308,0.0308
timbrewm,5,chinese:SSB0005,1,1,single_copy,0,,-3.2899,0.7272,4.6439,1.0000,147.69,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,1,1,mean,1,,-5.6683,-0.1392,4.5415,0.9961,33.24,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,1,1,rp,1,,-5.0921,-0.1708,4.4561,0.9929,30.98,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,1,1,random_dirichlet,1,,-5.1740,-0.0443,4.5228,0.9954,32.54,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,1,1,eep,1,,-5.8551,-0.0291,4.4761,0.9950,31.96,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,1,1,fwp,1,,-6.1533,-0.2736,4.5724,0.9968,34.63,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,1,1,dm,1,,-6.2879,-0.5688,4.5570,0.9967,33.72,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,1,1,tct,1,,-4.9303,-0.1609,4.4561,0.9927,30.67,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,1,1,payload_farthest,1,,-6.1533,-0.2736,4.5724,0.9968,34.63,0.9473,-0.9599,-0.1609,-0.1609
timbrewm,5,chinese:SSB0005,2,2,single_copy,0,,-3.4072,0.7274,4.6439,1.0000,147.69,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0005,2,2,mean,1,,-5.6469,-0.4668,4.5186,0.9956,34.56,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0005,2,2,rp,1,,-4.5205,-0.0224,4.5888,0.9976,37.02,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0005,2,2,random_dirichlet,0,,-4.0710,0.3501,4.4727,0.9925,32.18,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0005,2,2,eep,1,,-5.0045,-0.1709,4.3725,0.9935,31.53,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0005,2,2,fwp,1,,-6.0311,-0.3696,4.4908,0.9927,32.09,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0005,2,2,dm,1,,-6.3256,-0.8153,4.5543,0.9954,34.41,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0005,2,2,tct,1,,-5.4210,-0.2585,4.5297,0.9956,33.83,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0005,2,2,payload_farthest,1,,-6.0311,-0.3696,4.4908,0.9927,32.09,0.8726,-0.9778,-0.2585,-0.2585
timbrewm,5,chinese:SSB0009,0,3,single_copy,0,,-3.1174,0.9012,4.6439,1.0000,145.16,0.8888,-0.8977,-0.3534,-0.3534
timbrewm,5,chinese:SSB0009,0,3,mean,1,,-5.7304,-0.4758,4.5564,0.9979,29.21,0.8888,-0.8977,-0.3534,-0.3534
timbrewm,5,chinese:SSB0009,0,3,rp,1,,-4.9188,-0.2154,4.4079,0.9970,26.91,0.8888,-0.8977,-0.3534,-0.3534
timbrewm,5,chinese:SSB0009,0,3,random_dirichlet,1,,-4.9111,-0.0930,4.4958,0.9970,27.70,0.8888,-0.8977,-0.3534,-0.3534
timbrewm,5,chinese:SSB0009,0,3,eep,1,,-5.7946,-0.2318,4.6028,0.9985,31.01,0.8888,-0.8977,-0.3534,-0.3534
timbrewm,5,chinese:SSB0009,0,3,fwp,1,,-5.7946,-0.2318,4.6028,0.9985,31.01,0.8888,-0.8977,-0.3534,-0.3534
timbrewm,5,chinese:SSB0009,0,3,dm,1,,-6.0345,-0.6807,4.5913,0.9984,30.29,0.8888,-0.8977,-0.3534,-0.3534
