model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
timbrewm,8,chinese:SSB0005,0,0,single_copy,0,,-3.2880,0.7798,4.6439,1.0000,147.69,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,0,0,mean,1,,-5.4263,-0.3123,4.5638,0.9952,33.76,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,0,0,rp,1,,-4.5315,-0.0624,4.5098,0.9941,31.57,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,0,0,random_dirichlet,1,,-5.2632,-0.3476,4.5349,0.9941,32.82,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,0,0,eep,1,,-4.8469,-0.0251,4.3502,0.9915,29.94,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,0,0,fwp,1,,-5.4334,-0.0880,4.4743,0.9928,31.77,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,0,0,dm,1,,-5.6212,-0.2051,4.5364,0.9952,33.56,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,0,0,tct,0,,-4.8658,0.0605,4.5833,0.9970,35.92,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,0,0,payload_farthest,1,,-5.5489,-0.0123,4.5127,0.9974,34.62,0.8909,-0.9177,0.0605,0.0605
timbrewm,8,chinese:SSB0005,1,1,single_copy,0,,-3.3704,0.7871,4.6439,1.0000,147.69,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,1,1,mean,1,,-5.8652,-0.3696,4.5657,0.9973,35.02,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,1,1,rp,1,,-4.9985,-0.2771,4.3751,0.9910,30.69,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,1,1,random_dirichlet,1,,-5.3085,-0.0176,4.4907,0.9956,32.99,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,1,1,eep,1,,-4.9633,-0.0546,4.5736,0.9977,34.97,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,1,1,fwp,1,,-6.0297,-0.2696,4.4204,0.9946,32.64,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,1,1,dm,1,,-5.8586,-0.2654,4.5319,0.9961,33.68,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,1,1,tct,0,,-4.6376,0.2089,4.4544,0.9938,32.05,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,1,1,payload_farthest,1,,-6.0297,-0.2696,4.4204,0.9946,32.64,0.8267,-0.9355,0.2089,0.2089
timbrewm,8,chinese:SSB0005,2,2,single_copy,0,,-3.3704,0.7871,4.6439,1.0000,147.69,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0005,2,2,mean,1,,-5.8269,-0.1695,4.4981,0.9978,34.57,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0005,2,2,rp,1,,-5.0900,-0.1036,4.4438,0.9973,33.15,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0005,2,2,random_dirichlet,1,,-5.4324,-0.0843,4.5513,0.9986,36.59,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0005,2,2,eep,1,,-5.4325,-0.0860,4.4863,0.9972,33.21,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0005,2,2,fwp,1,,-6.5993,-0.0735,4.4430,0.9966,32.45,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0005,2,2,dm,1,,-6.2062,-0.1589,4.4929,0.9975,33.70,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0005,2,2,tct,1,,-5.6137,-0.0181,4.5119,0.9974,34.03,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0005,2,2,payload_farthest,1,,-6.5993,-0.0735,4.4430,0.9966,32.45,0.9106,-0.9026,-0.0181,-0.0181
timbrewm,8,chinese:SSB0009,0,3,single_copy,0,,-3.3223,0.7772,4.6439,1.0000,145.17,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,0,3,mean,1,,-5.5905,-0.6785,4.5248,0.9973,27.88,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,0,3,rp,1,,-4.1191,-0.0717,4.2429,0.9952,24.96,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,0,3,random_dirichlet,1,,-5.2947,-0.4055,4.4412,0.9965,26.63,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,0,3,eep,1,,-5.4611,-0.1864,4.5631,0.9983,30.65,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,0,3,fwp,1,,-5.5139,-0.1482,4.5225,0.9984,30.21,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,0,3,dm,1,,-5.7595,-0.7199,4.5594,0.9981,29.48,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,0,3,tct,1,,-4.8281,-0.2731,4.4416,0.9964,26.74,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,0,3,payload_farthest,1,,-5.5139,-0.1482,4.5225,0.9984,30.21,0.8909,-0.9918,-0.2731,-0.2731
timbrewm,8,chinese:SSB0009,1,4,single_copy,0,,-3.3432,0.7052,4.6439,1.0000,145.15,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,1,4,mean,1,,-5.9896,-0.2113,4.5813,0.9983,31.48,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,1,4,rp,1,,-5.6326,-0.3186,4.4613,0.9983,31.39,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,1,4,random_dirichlet,0,,-5.6552,0.0086,4.5912,0.9986,32.25,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,1,4,eep,1,,-5.6891,-0.2281,4.5921,0.9987,31.92,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,1,4,fwp,1,,-5.6640,-0.4363,4.5345,0.9967,28.28,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,1,4,dm,1,,-5.9206,-0.5015,4.5467,0.9978,30.31,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,1,4,tct,1,,-5.8154,-0.3913,4.5146,0.9986,32.43,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,1,4,payload_farthest,1,,-5.6891,-0.2281,4.5921,0.9987,31.92,0.8407,-0.8950,-0.3913,-0.3913
timbrewm,8,chinese:SSB0009,2,5,single_copy,0,,-3.3237,0.7581,4.6439,1.0000,145.16,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0009,2,5,mean,1,,-5.8877,-0.3701,4.5462,0.9974,30.04,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0009,2,5,rp,1,,-5.6517,-0.3276,4.4554,0.9959,28.00,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0009,2,5,random_dirichlet,1,,-5.1606,-0.2806,4.5488,0.9975,30.17,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0009,2,5,eep,1,,-5.2768,-0.2591,4.5323,0.9983,31.63,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0009,2,5,fwp,1,,-5.6609,-0.2645,4.4200,0.9954,27.36,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0009,2,5,dm,1,,-6.3093,-0.4556,4.5201,0.9969,29.34,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0009,2,5,tct,0,,-4.6566,0.2983,4.5512,0.9972,29.35,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0009,2,5,payload_farthest,1,,-6.3210,-0.2491,4.5189,0.9969,29.26,0.8986,-0.9610,0.2983,0.2983
timbrewm,8,chinese:SSB0011,0,6,single_copy,0,,-3.4672,0.7148,4.6439,1.0000,140.66,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,0,6,mean,1,,-6.0086,-0.1451,4.5445,0.9961,31.13,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,0,6,rp,1,,-4.8980,-0.1481,4.4978,0.9944,29.88,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,0,6,random_dirichlet,0,,-5.1442,0.0882,4.4673,0.9945,29.70,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,0,6,eep,1,,-5.5445,-0.1438,4.3933,0.9934,29.53,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,0,6,fwp,1,,-5.5445,-0.1438,4.3933,0.9934,29.53,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,0,6,dm,1,,-6.2607,-0.3060,4.5182,0.9958,31.10,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,0,6,tct,0,,-4.6862,0.1409,4.4844,0.9947,29.78,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,0,6,payload_farthest,1,,-5.9339,-0.0627,4.4375,0.9962,32.28,0.7552,-0.9574,0.1409,0.1409
timbrewm,8,chinese:SSB0011,1,7,single_copy,0,,-3.3035,0.7575,4.6439,1.0000,140.67,0.7441,-0.9457,-0.0264,-0.0264
timbrewm,8,chinese:SSB0011,1,7,mean,1,,-5.7497,-0.2702,4.5340,0.9952,30.95,0.7441,-0.9457,-0.0264,-0.0264
timbrewm,8,chinese:SSB0011,1,7,rp,0,,-4.6152,0.0041,4.4823,0.9933,29.47,0.7441,-0.9457,-0.0264,-0.0264
timbrewm,8,chinese:SSB0011,1,7,random_dirichlet,1,,-5.4484,-0.2651,4.4614,0.9936,29.50,0.7441,-0.9457,-0.0264,-0.0264
timbrewm,8,chinese:SSB0011,1,7,eep,1,,-4.5432,-0.0572,4.5905,0.9975,33.92,0.7441,-0.9457,-0.0264,-0.0264
timbrewm,8,chinese:SSB0011,1,7,fwp,1,,-5.8369,-0.2520,4.5481,0.9970,32.71,0.7441,-0.9457,-0.0264,-0.0264
timbrewm,8,chinese:SSB0011,1,7,dm,1,,-6.0429,-0.3337,4.5531,0.9960,31.63,0.7441,-0.9457,-0.0264,-0.0264
timbrewm,8,chinese:SSB0011,1,7,tct,1,,-5.7322,-0.0264,4.4390,0.9925,28.97,0.7441,-0.9457,-0.0264,-0.0264
