model,k,trial_id,speaker,clip_index,source_path,coalition_payloads,coalition_member_index,base_payload,flipped_payload,flipped_bit,pair_attempts,sample_count,waveform_mse,mel_distance,band_energy_0_1k,band_energy_1_2k,band_energy_2_4k,band_energy_4_8k,band_fraction_0_1k,band_fraction_1_2k,band_fraction_2_4k,band_fraction_4_8k,base_decoded_payload,flipped_decoded_payload,base_payload_correct,flipped_payload_correct,base_changed_bit_correct,flipped_changed_bit_correct,decoded_bit_changes,base_changed_bit_score,flipped_changed_bit_score,changed_bit_score_change,unchanged_bit_score_change,base_bit_scores,flipped_bit_scores
voicemark,5,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,"[5958,14935,19796,26649,60470]",0,5958,8006,11,1,160000,8.032335731658697e-05,0.06223217025399208,2.5571115465195754e-05,3.2928792331894804e-05,8.878737078975299e-06,1.2944712440521115e-05,0.31835217450398146,0.40995288832498694,0.11053742492337054,0.16115751224766098,5958,8006,1,1,1,1,1,-0.9970862055197358,0.9991326332092285,1.9962188387289643,0.0005453082535647506,"[-0.9999866080361244,0.9995337724685669,0.9995298385620117,-0.9995572504412849,-0.9999243657366605,-0.9999473465286428,0.9999666213989258,-0.9999784540887049,0.9984183311462402,0.9983839988708496,0.99840247631073,-0.9970862055197358,0.9977792501449585,-0.9978245801758021,-0.9997567772807088,-0.9979295060038567]","[-0.9999901541823419,0.999130368232727,0.9991307258605957,-0.9992492292076349,-0.9999900354032434,-0.9999928187635305,0.9999943971633911,-0.999997431809561,0.9991307258605957,0.9991291761398315,0.9991199970245361,0.9991326332092285,0.9993467330932617,-0.9993950870702974,-0.9998708412458654,-0.9994100035983138]"
voicemark,5,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,"[24327,25257,27089,28758,51909]",3,28758,12374,14,1,160000,0.00012000223118880358,0.08365730196237564,1.3343259378607345e-05,1.2433325831709e-05,8.976416893236638e-05,4.4614770461208635e-06,0.11119176073996442,0.10360912216829724,0.7480208329721584,0.03717828411958,28758,12374,1,1,1,1,1,0.9999769926071167,-0.9999594860273646,1.9999364786344813,0.0022306034992652713,"[-0.9999183439722401,0.9999371767044067,0.9998685121536255,-0.9999418563820655,0.9999945163726807,-0.9999361595546361,0.9999384880065918,-0.999986502534739,-0.9996938222611789,-0.9996205383795314,-0.999620454327669,-0.999688569951104,0.9999946355819702,0.9999769926071167,0.9999769926071167,-0.9999786807784403]","[-0.9957738323137164,0.9958674907684326,0.9921295642852783,-0.9960887138731778,0.9996581077575684,-0.9996131532534491,0.9996494054794312,-0.9995812166889664,-0.9979567630216479,-0.9953279993496835,-0.9952590297907591,-0.9979109675623477,0.9999072551727295,0.9999449253082275,-0.9999594860273646,-0.9999895891032793]"
voicemark,5,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,"[5637,6685,19024,24562,45754]",3,24562,32754,13,1,160000,6.578081947657139e-06,0.13518072664737701,1.7126261756196386e-06,3.226638880177752e-06,1.4552722152221183e-06,1.8354467663762907e-07,0.2603534266139099,0.49051363389094865,0.22123047824608366,0.027902461249057663,24562,32754,1,1,1,1,1,-0.9999929233417788,0.9406442642211914,1.9406371875629702,0.004005286618697331,"[-0.9997783266589977,0.9998209476470947,-0.9998847422393737,-0.9999422872169816,0.9999972581863403,0.9999990463256836,0.9999991655349731,0.9999974966049194,0.9999829530715942,0.9999681711196899,0.999967098236084,0.9999936819076538,0.9999911785125732,-0.9999929233417788,0.9999842643737793,-0.9999927161220512]","[-0.9999547662482655,0.9999552965164185,-0.9999224710118142,-0.9999253789137583,0.9999954700469971,0.9999992847442627,0.9999994039535522,0.9999969005584717,0.9999939203262329,0.9999901056289673,0.9999921321868896,0.999997615814209,0.9998706579208374,0.9406442642211914,0.9405232667922974,-0.9999250911932904]"
voicemark,5,13,chinese:SSB0016,2,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,"[4248,18453,41827,50804,64415]",2,41827,41763,6,1,160000,9.345028925776e-06,0.05993686616420746,5.50705867151928e-06,3.568042638378181e-06,4.382999192964011e-08,2.2609762394889697e-07,0.5893035447251953,0.3818118345826196,0.00469019328648044,0.024194427405704592,41827,41763,1,1,1,1,1,0.9999819993972778,-0.9999983664868068,1.9999803658840847,7.962640241506354e-06,"[0.9999988079071045,0.999971866607666,-0.9999717695445725,-0.9999988718158193,-0.9999968003469348,0.9999971389770508,0.9999819993972778,-0.9999989780211536,0.9999998807907104,0.9999886751174927,-0.999987094161952,-0.9999886790292294,-0.9999991945993543,0.9999995231628418,-0.9999993720758766,0.9999988079071045]","[0.9999992847442627,0.999954104423523,-0.999953706512315,-0.9999990618807715,-0.9999970510639287,0.9999977350234985,-0.9999983664868068,-0.9999763765772514,0.9999995231628418,0.9999837875366211,-0.9999795463700138,-0.9999834573045518,-0.9999896692825132,0.9999892711639404,-0.9999888705124249,0.9999876022338867]"
voicemark,5,14,chinese:SSB0016,3,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,"[6952,37780,38394,40384,60611]",0,6952,6953,0,1,160000,1.0623039623579897e-06,0.02728312835097313,7.156262541461748e-07,1.238730008119237e-07,1.3592070508207678e-07,8.688400231781433e-08,0.6736548855166684,0.11660786855860308,0.12794897684498363,0.08178826907974478,6952,6953,1,1,1,1,1,-0.9996606566419359,0.9999995231628418,1.9996601798047777,8.917240983331945e-05,"[-0.9996606566419359,-0.9999998525761811,-0.9999997623183958,0.9999749660491943,-0.9999994336311602,0.9999990463256836,-0.9999994921142843,-0.9999990113479953,0.9999994039535522,0.9999994039535522,-0.9999946820285004,0.9999996423721313,0.9998770952224731,-0.999880495670368,-0.9999856611630094,-0.9999073667931953]","[0.9999995231628418,-0.9999997786036658,-0.9999996607203911,0.9999997615814209,-0.9999992792884314,0.9999990463256836,-0.999999162152335,-0.9999991161121216,0.9999984502792358,0.9999983310699463,-0.999983308103765,0.9999990463256836,0.9994410276412964,-0.9994474814157002,-0.9999811029083503,-0.9994829774368554]"
voicemark,5,15,chinese:SSB0018,1,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,"[24376,29823,34030,53555,61373]",4,61373,59325,11,1,160000,2.7886298338280313e-05,0.056958623230457306,8.297629204677969e-06,1.2571046855616035e-05,1.309703671542853e-06,5.707918606443453e-06,0.29755219226381074,0.4507965418400262,0.046965848807010206,0.20468541708915275,61373,59325,1,1,1,1,1,0.999995231628418,-0.9999890086201049,1.9999842402485228,4.096038058681491e-05,"[0.9999938011169434,-0.9999937748934826,0.9999963045120239,0.9999963045120239,0.9999935626983643,0.999992847442627,-0.9999949537314023,0.9999908208847046,0.9999967813491821,0.9998929500579834,0.9999954700469971,0.999995231628418,-0.9999473647840205,0.9999550580978394,0.9999496936798096,0.9999537467956543]","[0.999968409538269,-0.9999374946273747,0.9999936819076538,0.9999628067016602,0.9999960660934448,0.9999853372573853,-0.9999876071115068,0.9999741315841675,1.0,0.9999902248382568,0.9999963045120239,-0.9999890086201049,-0.9998589987953892,0.999862790107727,0.9998605251312256,0.9998623132705688]"
voicemark,5,16,chinese:SSB0018,2,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,"[7823,13249,18186,19907,57460]",2,18186,1802,14,1,160000,4.2707534637072105e-05,0.08596210926771164,6.312532787725781e-06,1.4348937485441523e-05,1.2851231329849076e-05,9.194833034055726e-06,0.14780840995317515,0.33598140485931927,0.30091250733760727,0.21529767784989837,18186,1802,1,1,1,1,1,0.9999713897705078,-0.9999987336977938,1.9999701234683016,0.0003043657523752093,"[-0.9999767890349176,0.9999843835830688,-0.9999567758823105,0.9999572038650513,-0.9999954046443236,-0.9999936336262181,-0.9999968067631926,-0.9999962328734,0.9999858140945435,0.999988317489624,0.9999847412109375,-0.9999955596636028,-0.9987534368410707,-0.9999690717158956,0.9999713897705078,-0.9999689085816499]","[-0.9991337850806303,0.9994939565658569,-0.9992564592976123,0.9992517232894897,-0.9999585038422083,-0.9999446668989549,-0.9999775000233058,-0.9999944570427033,0.9998807907104492,0.9998810291290283,0.9998786449432373,-0.9998966541097616,-0.9999970301807934,-0.9999972111329498,-0.9999987336977938,-0.9999991703125488]"
voicemark,5,17,chinese:SSB0018,3,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,"[15248,21101,35613,36992,60840]",0,15248,15250,1,1,160000,4.4058602169409263e-05,0.06945253908634186,1.3543479982236129e-05,8.870403781624986e-06,1.5885466817749666e-05,5.75925158779849e-06,0.3073969512278269,0.20133193848314776,0.3605531277789664,0.13071798251005906,15248,15250,1,1,1,1,1,-0.9997580403869506,0.999930739402771,1.9996887797897216,0.000910549497386152,"[-0.9987787366844714,-0.9997580403869506,-0.9997768172761425,-0.9987519236747175,0.9999715089797974,-0.9991423575556837,-0.9990598200820386,0.9997559785842896,0.998307466506958,0.998108983039856,-0.9935369486920536,0.9998177289962769,0.9999672174453735,0.9999876022338867,-0.999978589336024,-0.9999929035707282]","[-0.9999029556711321,0.999930739402771,-0.9999110263815965,-0.9999183960535447,0.9999945163726807,-0.9999354481042246,-0.9999326098986785,0.9996925592422485,0.9999762773513794,0.9998434782028198,-0.9993682949570939,0.9999971389770508,0.9999980926513672,0.9999982118606567,-0.9999985912373859,-0.9999983894731486]"
voicemark,5,18,chinese:SSB0033,1,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,"[4248,10205,22468,37089,38462]",1,10205,10207,1,1,160000,3.3802518163828216e-05,0.024646122008562088,1.5165285269648855e-05,4.435540459404164e-06,6.0790553374678485e-06,8.122637097307352e-06,0.44864365418423463,0.1312192315941301,0.17984030976641832,0.24029680445521706,10205,10207,1,1,1,1,1,-0.9993649134994484,0.9999853372573853,1.9993502507568337,7.685195476578125e-05,"[0.9993672370910645,-0.9993649134994484,0.9999001026153564,0.999941349029541,0.9999082088470459,-0.9999950443389025,0.9999139308929443,0.9999216794967651,0.9999994039535522,0.9999979734420776,0.9999990463256836,-0.9999977853785822,-0.9999446593792527,0.999944806098938,-0.9999998292402097,-0.9999893295980655]","[0.9999819993972778,0.9999853372573853,0.9999724626541138,0.999733567237854,0.9999669790267944,-0.9999850601107028,0.9999573230743408,0.9999569654464722,0.9999971389770508,0.9999957084655762,0.999996542930603,-0.9999943887978588,-0.9999923093673715,0.9999921321868896,-0.9999998930414762,-0.9999943024376989]"
voicemark,5,19,chinese:SSB0033,2,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,"[781,9460,10041,35213,40333]",4,40333,48525,13,1,160000,6.025303288389566e-05,0.09500296413898468,2.022034754796968e-05,1.009716078317491e-05,2.197868959645398e-05,7.956834956297088e-06,0.33559053511767944,0.1675792951805695,0.36477316650276725,0.13205700319898386,40333,48525,1,1,1,1,1,-0.9976598075591028,0.9999988079071045,1.9976586154662073,0.0005255042212032397,"[0.9991703033447266,-0.9992103854892775,0.9992836713790894,0.9998325109481812,-0.9998323169274954,-0.9998283706081565,-0.9996660579927266,0.9995145797729492,0.9999990463256836,-0.9999983365213438,0.9999988079071045,0.9999990463256836,0.9976681470870972,-0.9976598075591028,-0.9999900528719081,0.9975157976150513]","[0.9998379945755005,-0.9999129712377908,0.9999866485595703,0.9999206066131592,-0.9999503462313442,-0.999949103606923,-0.999892095947871,0.9997129440307617,0.9999915361404419,-0.9999895934324741,0.999985933303833,0.9999909400939941,0.9999991655349731,0.9999988079071045,-0.9997819554409944,0.9999974966049194]"
voicemark,5,20,chinese:SSB0033,3,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,"[24748,24947,43995,53932,63254]",4,63254,63286,5,1,160000,0.00017789815225564506,0.07248291373252869,9.887844285741477e-05,4.548802091306708e-05,1.9014416385525012e-05,1.4517272099638247e-05,0.5558148952290602,0.25569698356225423,0.10688372051330088,0.08160440069538488,63254,63286,1,1,1,1,1,-0.9999823072666914,0.999775767326355,1.9997580745930463,0.01237154052734392,"[-0.9998868286784273,0.9999967813491821,0.999883770942688,-0.9999971665481553,0.999990701675415,-0.9999823072666914,-0.9999837689501874,-0.9999902958425082,0.9999992847442627,0.9999961853027344,0.9999982118606567,-0.9999950849023662,0.9997600317001343,0.9999054670333862,0.9997537136077881,0.9999903440475464]","[-0.9982049393001944,0.9995968341827393,0.9978281259536743,-0.9995921167719644,0.9997725486755371,0.999775767326355,-0.9975217648316175,-0.9977446419652551,0.9997442960739136,0.9997481107711792,0.9997317790985107,-0.9998772053222638,0.916006326675415,0.9948244094848633,0.9148639440536499,0.998497486114502]"
voicemark,5,21,chinese:SSB0038,1,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_01.wav,"[29217,32274,38526,48359,50061]",1,32274,30226,11,1,160000,1.825347815744094e-05,0.036191586405038834,7.100045017843014e-06,4.335370383070407e-06,1.6504936417291489e-06,5.167569114798366e-06,0.3889694312833588,0.23750927607750827,0.09042077501576506,0.2831005176233677,32274,30226,1,1,1,1,1,0.9999996423721313,-0.9999845382517378,1.9999841806238692,6.046875027247249e-06,"[-0.9999755218395876,0.9999947547912598,-0.9999748038535472,-0.9999772593400849,0.9999966621398926,-0.999993859112692,-0.9999959712054078,-0.9999968940212511,-0.9999846375358175,0.999995231628418,0.9999960660934448,0.9999996423721313,0.9999995231628418,0.9999970197677612,0.9999969005584717,-0.9999986049981544]","[-0.9999929495884317,0.999998927116394,-0.9999928708389234,-0.9999894182401476,0.9999979734420776,-0.9999972257569425,-0.9999977315289925,-0.9999982497126894,-0.9999963233160543,0.9999856948852539,0.9999871253967285,-0.9999845382517378,0.9999998807907104,0.9999970197677612,0.9999967813491821,-0.999999048145412]"
voicemark,5,22,chinese:SSB0038,2,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_02.wav,"[1013,22968,27344,42434,56967]",1,22968,22712,8,1,160000,2.0536193865362563e-05,0.027523715049028397,6.588590564471096e-06,5.429808692042856e-06,2.4439050409565324e-06,6.07388956789208e-06,0.3208282219999765,0.2644019007436943,0.1190047706492756,0.2957651066070537,22968,22712,1,1,1,1,1,0.9999997615814209,-0.9995650638302322,1.9995648254116531,4.939247194594524e-05,"[-0.9999973305366439,-0.9999991863289779,-0.9999991005032598,0.9999983310699463,0.999774694442749,0.9999896287918091,-0.9999513936272706,0.9997689723968506,0.9999997615814209,-0.9998673944792245,-0.9998663172445958,0.9999837875366211,0.9999960660934448,-0.9999969019909258,0.9999963045120239,-0.9999969764946854]","[-0.9999982591464232,-0.9999996326898213,-0.999999614533408,0.9999982118606567,0.9998451471328735,0.9999951124191284,-0.9999921599401205,0.9998410940170288,-0.9995650638302322,-0.9995594252541196,-0.9996558018901851,0.9999874830245972,0.999985933303833,-0.9999997185212806,0.9999823570251465,-0.9999959987503644]"
voicemark,5,23,chinese:SSB0038,3,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_03.wav,"[10687,52937,56683,61167,62373]",0,10687,10686,0,1,160000,5.177249434000504e-05,0.058812398463487625,2.3009255101109856e-05,1.5304003327027616e-05,5.072128422808117e-06,8.387107489059445e-06,0.4444301051056451,0.29560104302724477,0.09796955869072047,0.16199929317638956,10687,10686,1,1,1,1,1,0.9999985694885254,-0.9999273337307386,1.999925903219264,0.002697747471127817,"[0.9999985694885254,0.9999960660934448,0.9999974966049194,0.9999947547912598,0.9990544319152832,0.9999165534973145,-0.9990486006718129,0.9989440441131592,0.9999966621398926,-0.9995071188895963,-0.9995063485694118,0.9999991655349731,-0.9999984328825349,0.9999948740005493,-0.999998703287929,-0.999997103624537]","[-0.9999273337307386,0.9998276233673096,0.999983549118042,0.9999250173568726,0.9996306896209717,0.999770998954773,-0.9997194512980059,0.9994875192642212,0.9999715089797974,-0.9808590747416019,-0.9805894643068314,0.9999591112136841,-0.9999343057570513,0.9998009204864502,-0.9998071762674954,-0.9997989007824799]"
