model,k,trial_id,speaker,clip_index,source_path,coalition_payloads,coalition_member_index,base_payload,flipped_payload,flipped_bit,pair_attempts,sample_count,waveform_mse,mel_distance,band_energy_0_1k,band_energy_1_2k,band_energy_2_4k,band_energy_4_8k,band_fraction_0_1k,band_fraction_1_2k,band_fraction_2_4k,band_fraction_4_8k,base_decoded_payload,flipped_decoded_payload,base_payload_correct,flipped_payload_correct,base_changed_bit_correct,flipped_changed_bit_correct,decoded_bit_changes,base_changed_bit_score,flipped_changed_bit_score,changed_bit_score_change,unchanged_bit_score_change,base_bit_scores,flipped_bit_scores
audioseal,5,80,chinese:SSB0287,3,dataset/collusion_300/chinese/SSB0287/chinese_SSB0287_03.wav,"[146,8995,12092,44016,45966]",0,146,16530,14,,160000,1.3990860537236755e-07,0.015319733880460262,9.416221225203694e-08,4.5742986293652205e-08,3.2508460533899984e-12,1.559806250041137e-13,0.6730265947646585,0.3269490548626869,2.323549752167033e-05,1.1148751328695644e-06,146,16530,1,1,1,1,1,-0.4513736963272095,0.6536378860473633,1.1050115823745728,0.00981291135152181,"[-0.5581691265106201,0.5247817039489746,-0.5342750549316406,-0.5860536098480225,0.5590579509735107,-0.6169394254684448,-0.5666983127593994,0.4927576780319214,-0.44677913188934326,-0.5142542123794556,-0.5552243590354919,-0.4848848581314087,-0.437202513217926,-0.6009697914123535,-0.4513736963272095,-0.5415500998497009]","[-0.5642634630203247,0.496978759765625,-0.5369285345077515,-0.5967813730239868,0.5387358665466309,-0.6190720796585083,-0.5798766016960144,0.4838738441467285,-0.45161956548690796,-0.5284487009048462,-0.5459530353546143,-0.4928479790687561,-0.4437861442565918,-0.6099206209182739,0.6536378860473633,-0.537955641746521]"
audioseal,5,81,chinese:SSB0288,1,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_01.wav,"[46774,48889,52219,54740,59595]",1,48889,48857,5,,160000,3.62449685344935e-08,0.019785892218351364,5.525135215288989e-09,3.071772932466976e-08,1.9997784830999344e-12,1.0421605165553987e-13,0.15243868152432924,0.8475032691899402,5.517396107536392e-05,2.8753246552375915e-06,48889,48857,1,1,1,1,1,0.520301103591919,-0.5971941947937012,1.1174952983856201,0.026770643393198647,"[0.5695891380310059,-0.5422732830047607,-0.5614452958106995,0.5578216314315796,0.4779808521270752,0.520301103591919,0.5186537504196167,0.4795060157775879,-0.4001436233520508,0.6085367202758789,0.49812638759613037,0.5735445022583008,0.5910357236862183,0.4703223705291748,-0.4441797733306885,0.5112152099609375]","[0.5937055349349976,-0.5233609676361084,-0.5389343500137329,0.5653871297836304,0.5237932205200195,-0.5971941947937012,0.5094635486602783,0.48581862449645996,-0.36196333169937134,0.6037062406539917,0.3131394386291504,0.5698845386505127,0.5833520889282227,0.48915183544158936,-0.44382816553115845,0.5198321342468262]"
audioseal,5,82,chinese:SSB0288,2,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_02.wav,"[23938,25393,44665,63660,64216]",3,63660,59564,12,,160000,5.2076289851226725e-08,0.022889675572514534,4.613250625765898e-08,5.941373552794521e-09,2.272061415053449e-12,1.379793581837625e-13,0.8858639198270817,0.11408980113153289,4.362947939540911e-05,2.6495619902636403e-06,63660,59564,1,1,1,1,1,0.5867315530776978,-0.45978033542633057,1.0465118885040283,0.007032092412312826,"[-0.5609138607978821,-0.5531854629516602,0.584023118019104,0.634017825126648,-0.6600537300109863,0.5036530494689941,-0.585640013217926,0.4698777198791504,-0.42121052742004395,-0.550163745880127,-0.5452916622161865,0.5874942541122437,0.5867315530776978,0.4932389259338379,0.662327766418457,0.5296040773391724]","[-0.5669411420822144,-0.5382602214813232,0.5831190347671509,0.6319147348403931,-0.6554677486419678,0.49209582805633545,-0.5805883407592773,0.46021294593811035,-0.4271870255470276,-0.5415614247322083,-0.5490530729293823,0.586137056350708,-0.45978033542633057,0.5086969137191772,0.6659083366394043,0.5415301322937012]"
audioseal,5,83,chinese:SSB0288,3,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_03.wav,"[13097,18393,33559,40629,65086]",4,65086,65070,4,,160000,6.280096696710925e-08,0.020795999094843864,1.5396918528727573e-08,4.740148490253108e-08,2.4622771638608348e-12,1.0125868674525669e-13,0.2451700868999581,0.7547890930940069,3.9207631391255535e-05,1.6123746438217884e-06,65086,65070,1,1,1,1,1,0.4622913599014282,-0.6845986843109131,1.1468900442123413,0.01665740410486857,"[-0.5987266302108765,0.5253316164016724,0.5885292291641235,0.5854512453079224,0.4622913599014282,0.5056384801864624,-0.575779378414154,-0.5191845893859863,-0.39015454053878784,0.5924313068389893,0.5448459386825562,0.5346450805664062,0.5789710283279419,0.4516679048538208,0.6607096195220947,0.47133445739746094]","[-0.6088064908981323,0.5098166465759277,0.5811446905136108,0.6207393407821655,-0.6845986843109131,0.4972200393676758,-0.5654891729354858,-0.5291593670845032,-0.40971219539642334,0.5475400686264038,0.5529454946517944,0.5480061769485474,0.5803114175796509,0.4280400276184082,0.6802622079849243,0.49381422996520996]"
audioseal,5,84,chinese:SSB0299,1,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_01.wav,"[20030,32032,39143,57829,57939]",0,20030,19518,9,,160000,6.988629558692212e-08,0.014392879791557789,5.002573313537936e-08,1.9857376186367635e-08,3.04885442098888e-12,1.3741075412984978e-13,0.7158160654424602,0.2841383424260874,4.362592687713462e-05,1.966204575243842e-06,20030,19518,1,1,1,1,1,0.6099257469177246,-0.5450024604797363,1.154928207397461,0.008526686827341716,"[-0.6312128901481628,0.5375020503997803,0.5582047700881958,0.6170107126235962,0.5075188875198364,0.5511720180511475,-0.6191076636314392,-0.5393610000610352,-0.4584914445877075,0.6099257469177246,0.5513571500778198,0.5407298803329468,-0.4477089047431946,-0.62926185131073,0.6428360939025879,-0.5388437509536743]","[-0.6291583776473999,0.529268741607666,0.5403999090194702,0.612112283706665,0.5034188032150269,0.5514940023422241,-0.601652979850769,-0.5378240942955017,-0.45940929651260376,-0.5450024604797363,0.5482176542282104,0.5486862659454346,-0.4586085081100464,-0.6074554920196533,0.6582403182983398,-0.5502153635025024]"
audioseal,5,85,chinese:SSB0299,2,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_02.wav,"[1820,5312,13673,30652,62309]",2,13673,13609,6,,160000,1.7511632280629974e-07,0.014906841330230236,5.677683649976995e-09,1.6943195329144285e-07,6.465915541614209e-12,2.1994933830703299e-13,0.03242235537493106,0.9675394650609213,3.692354566379463e-05,1.2560184840697238e-06,13673,13609,1,1,1,1,1,0.5257368087768555,-0.6293481588363647,1.1550849676132202,0.00938710371653239,"[0.5742557048797607,-0.5201408863067627,-0.5800843238830566,0.6165436506271362,-0.6661343574523926,0.5301296710968018,0.5257368087768555,-0.5357310771942139,0.538467288017273,-0.5271241664886475,0.4536503553390503,-0.4488682150840759,0.5913679599761963,0.5001720190048218,-0.4530096650123596,-0.4933509826660156]","[0.5616282224655151,-0.5077258348464966,-0.5777078866958618,0.6115014553070068,-0.6505720019340515,0.5141161680221558,-0.6293481588363647,-0.5327252149581909,0.5350590944290161,-0.524297297000885,0.4685884714126587,-0.4505102038383484,0.5870159864425659,0.5251625776290894,-0.44308799505233765,-0.4816666841506958]"
audioseal,5,86,chinese:SSB0299,3,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_03.wav,"[14161,19301,56769,59721,65005]",1,19301,27493,13,,160000,2.2424887818599935e-07,0.016169199720025063,3.776015412282239e-08,1.864832600936872e-07,5.24585000616846e-12,2.1811948357071522e-13,0.1683850301873211,0.8315906041635218,2.339298215716103e-05,9.726669998759137e-07,19301,27493,1,1,1,1,1,-0.5928741693496704,0.48387110233306885,1.0767452716827393,0.00958611567815145,"[0.5542274713516235,-0.5119404196739197,0.5615066289901733,-0.4923250675201416,-0.6111350059509277,0.4381777048110962,0.5622074604034424,-0.5670604705810547,0.46267664432525635,0.6177946329116821,-0.5720411539077759,0.5864119529724121,-0.4203759431838989,-0.5928741693496704,0.6360880136489868,-0.4055771231651306]","[0.5712037086486816,-0.4982494115829468,0.5810282230377197,-0.49530279636383057,-0.6130484342575073,0.4349653720855713,0.5611015558242798,-0.5667847394943237,0.48757028579711914,0.6091725826263428,-0.5734479427337646,0.5766189098358154,-0.4375861883163452,0.48387110233306885,0.6442309617996216,-0.4196261763572693]"
audioseal,5,87,chinese:SSB0307,1,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,"[3558,8530,16425,32056,43466]",4,43466,44490,10,,160000,7.881608249713775e-08,0.020765142515301704,4.478364087552829e-09,7.433477024291384e-08,2.80146462648833e-12,1.4670204457455777e-13,0.05682043493744394,0.9431421594141444,3.554432722014656e-05,1.861321191393715e-06,43466,44490,1,1,1,1,1,-0.5833704471588135,0.48956143856048584,1.0729318857192993,0.019378618399302164,"[-0.510934591293335,0.5191152095794678,-0.5647603869438171,0.5945316553115845,-0.6270396113395691,-0.6570000052452087,0.5004816055297852,0.4937412738800049,0.5794734954833984,-0.4937290549278259,-0.5833704471588135,0.5880039930343628,-0.4585157632827759,0.52716064453125,-0.4597739577293396,0.44189488887786865]","[-0.5411013960838318,0.5215997695922852,-0.5795178413391113,0.5875587463378906,-0.6543632745742798,-0.6200451850891113,0.5484933853149414,0.49533379077911377,0.5839887857437134,-0.5091549158096313,0.48956143856048584,0.5609735250473022,-0.4826502799987793,0.5133981704711914,-0.44175320863723755,0.42236948013305664]"
audioseal,5,88,chinese:SSB0307,2,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,"[2881,5134,27815,35856,53265]",0,2881,2885,2,,160000,3.0073419962189656e-08,0.0344868078827858,9.626461889436725e-10,2.9107724322725167e-08,2.925709138100153e-12,1.23741382721193e-13,0.03200986752268204,0.9678887322865631,9.72855478950699e-05,4.1146428599330924e-06,2881,2885,1,1,1,1,1,-0.5687363743782043,0.5430185794830322,1.1117549538612366,0.013857058684031169,"[0.594090461730957,-0.47803306579589844,-0.5687363743782043,-0.5364953279495239,-0.5566695928573608,-0.6155581474304199,0.54548180103302,-0.5634381771087646,0.505728006362915,0.6318944692611694,-0.5913793444633484,0.6066091060638428,-0.4662138819694519,-0.5835427641868591,-0.5802826881408691,-0.480974018573761]","[0.5960167646408081,-0.48637616634368896,0.5430185794830322,-0.4849776029586792,-0.544585108757019,-0.6108005046844482,0.5578311681747437,-0.564940869808197,0.49957144260406494,0.6175986528396606,-0.5946664810180664,0.6153831481933594,-0.45787280797958374,-0.5614758729934692,-0.5656826496124268,-0.4431210160255432]"
audioseal,5,89,chinese:SSB0307,3,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,"[7195,18298,24941,39927,49227]",4,49227,49355,7,,160000,1.0416018553241311e-08,0.017383014783263206,9.399136204813601e-09,1.0161053731398558e-09,7.313931032574614e-13,4.55821845968698e-14,0.9023732203211878,0.09755218541000571,7.021810680529776e-05,4.376162001236576e-06,49227,49355,1,1,1,1,1,-0.5335058569908142,0.48895251750946045,1.0224583745002747,0.012954676151275634,"[0.553015947341919,0.5250042676925659,-0.6159389019012451,0.6599140167236328,-0.5337239503860474,-0.6216455698013306,0.5261303186416626,-0.5335058569908142,-0.45517051219940186,-0.4918172359466553,-0.5938419103622437,-0.47058576345443726,-0.4039636254310608,-0.6058476567268372,0.6032367944717407,0.5187022686004639]","[0.5643690824508667,0.520566463470459,-0.595106840133667,0.6382355690002441,-0.5635504126548767,-0.6490725874900818,0.5282057523727417,0.48895251750946045,-0.4436299204826355,-0.4988499879837036,-0.5926744937896729,-0.4856492280960083,-0.41398268938064575,-0.6088045835494995,0.6137911081314087,0.5003470182418823]"
audioseal,5,90,chinese:SSB0309,1,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,"[10665,41930,45949,46919,58691]",2,45949,45941,3,,160000,4.9749066677304e-07,0.026199940592050552,2.5567061785899743e-08,4.7191236399271773e-07,1.076992988089912e-11,4.710645416903202e-13,0.05139204309447615,0.9485853615179652,2.1648506394618387e-05,9.468811641148322e-07,45949,45941,1,1,1,1,1,0.6232706308364868,-0.486702561378479,1.1099731922149658,0.017092378934224446,"[0.629835844039917,-0.5180150866508484,0.6137403249740601,0.6232706308364868,0.5407388210296631,0.44578397274017334,0.4997878074645996,-0.5368464589118958,0.573323130607605,0.6031817197799683,-0.5801318883895874,-0.47442686557769775,0.6032377481460571,0.5244969129562378,-0.4933936595916748,0.5794726610183716]","[0.6111119985580444,-0.4970945119857788,0.5986956357955933,-0.486702561378479,0.5257288217544556,0.44109201431274414,0.5537135601043701,-0.538597583770752,0.5516395568847656,0.5897320508956909,-0.5702135562896729,-0.4654613733291626,0.6129589080810547,0.4954721927642822,-0.5009104013442993,0.6055107116699219]"
audioseal,5,91,chinese:SSB0309,2,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,"[28955,39562,44402,64209,65135]",3,64209,56017,13,,160000,2.2747124204636226e-07,0.01640642248094082,5.6382321510306965e-08,1.7108323798150748e-07,5.441710413041826e-12,2.408441347129972e-13,0.24786571261968732,0.7521093059606981,2.3922630237068468e-05,1.0587893772695422e-06,64209,56017,1,1,1,1,1,0.4404318332672119,-0.6450035572052002,1.085435390472412,0.012066503365834555,"[0.5868188142776489,-0.5003536343574524,-0.5634543895721436,-0.5216668844223022,0.5572444200515747,-0.6239384412765503,0.5402708053588867,0.47781193256378174,-0.4102326035499573,0.6263967752456665,-0.568352222442627,0.5695959329605103,0.6105176210403442,0.4404318332672119,0.5829876661300659,0.5694406032562256]","[0.5786916017532349,-0.4824492931365967,-0.5755370855331421,-0.5432898998260498,0.5650992393493652,-0.6435753107070923,0.5472564697265625,0.48647618293762207,-0.4216119050979614,0.6263406276702881,-0.5708956122398376,0.5702629089355469,0.628553032875061,-0.6450035572052002,0.6076126098632812,0.5902531147003174]"
audioseal,5,92,chinese:SSB0309,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,"[993,1301,20476,22614,24162]",1,1301,1365,6,,160000,2.2152457615473107e-07,0.018460538238286972,8.97114623444969e-09,2.1254750818036552e-07,5.6819078834048695e-12,2.3983203247139287e-13,0.04049729556048671,0.9594759726880361,2.564910847379821e-05,1.082643003473684e-06,1301,1365,1,1,1,1,1,-0.5624724626541138,0.5857733488082886,1.1482458114624023,0.014340054988861085,"[0.5744032859802246,-0.46755677461624146,0.570268988609314,-0.5397635698318481,0.5273303985595703,-0.6339706182479858,-0.5624724626541138,-0.5423892140388489,0.531633734703064,-0.5658881068229675,0.47042131423950195,-0.44650667905807495,-0.4570869207382202,-0.5265182256698608,-0.46177172660827637,-0.41891157627105713]","[0.5842639207839966,-0.47281140089035034,0.5782594680786133,-0.5566459894180298,0.5135233402252197,-0.6191456317901611,0.5857733488082886,-0.5484619140625,0.539150595664978,-0.5736218690872192,0.4499300718307495,-0.4647294282913208,-0.47424036264419556,-0.5583884716033936,-0.44415658712387085,-0.4387160539627075]"
audioseal,5,93,chinese:SSB0315,1,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,"[4443,5223,9325,40729,53785]",0,4443,4441,1,,160000,8.768896399823877e-08,0.013030759990215302,2.2903198743306385e-08,6.478071448217565e-08,4.884949468918323e-12,1.6582328781342287e-13,0.26118678678615015,0.7387556144861829,5.570768824474237e-05,1.8910394222099992e-06,4443,4441,1,1,1,1,1,0.5054492950439453,-0.4731946587562561,0.9786439538002014,0.012510053316752116,"[0.5859338045120239,0.5054492950439453,-0.5813469886779785,0.6086052656173706,0.6031087636947632,-0.5946755409240723,0.4712628126144409,-0.5422362685203552,0.5296792984008789,-0.49630051851272583,-0.5899677276611328,-0.5154192447662354,0.5990279912948608,-0.5693561434745789,-0.4873359799385071,-0.4563335180282593]","[0.6128946542739868,-0.4731946587562561,-0.5823624134063721,0.6006536483764648,0.5900834798812866,-0.5969376564025879,0.4649312496185303,-0.5455542802810669,0.5483036041259766,-0.5319799184799194,-0.6067829132080078,-0.4890890121459961,0.591333270072937,-0.5679924488067627,-0.4930227994918823,-0.441741943359375]"
audioseal,5,94,chinese:SSB0315,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,"[3713,23394,27875,45885,56456]",0,3713,1665,11,,160000,1.5319273804718383e-06,0.014067516662180424,9.85915369868472e-08,1.4332947149497535e-06,3.780477478619552e-11,3.323760451092382e-12,0.06435783983212096,0.9356153125928818,2.467791572114308e-05,2.169659275930334e-06,3713,1665,1,1,1,1,1,0.5818613767623901,-0.45537763833999634,1.0372390151023865,0.010484528541564942,"[0.5258492231369019,-0.47167545557022095,-0.5594490766525269,-0.5678627490997314,-0.6209114193916321,-0.6079994440078735,-0.5709790587425232,0.4738837480545044,-0.46038198471069336,0.6255970001220703,0.49948370456695557,0.5818613767623901,-0.4211762547492981,-0.5761875510215759,-0.45073533058166504,-0.5034403204917908]","[0.5252258777618408,-0.4558066129684448,-0.5521538257598877,-0.5490868091583252,-0.6113185286521912,-0.608206033706665,-0.5798300504684448,0.47767722606658936,-0.46351760625839233,0.6158075332641602,0.492734432220459,-0.45537763833999634,-0.42694002389907837,-0.6029024124145508,-0.41175252199172974,-0.5023155212402344]"
audioseal,5,95,chinese:SSB0315,3,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,"[17639,30054,30768,34620,58860]",2,30768,30776,3,,160000,9.8458212725083e-07,0.021213790401816368,6.192895974111239e-08,9.226349325545697e-07,1.7531256317511444e-11,7.036988303689863e-13,0.06289872426796093,0.9370827552301496,1.7805783623619664e-05,7.147182656401333e-07,30768,30776,1,1,1,1,1,-0.5385323762893677,0.5826537609100342,1.1211861371994019,0.0194427490234375,"[-0.5802396535873413,-0.514488697052002,-0.5309603214263916,-0.5385323762893677,0.560773491859436,0.5717031955718994,-0.5986899137496948,-0.5258926153182983,-0.4833783507347107,-0.5085439085960388,-0.5230261087417603,0.5803359746932983,0.6000310182571411,0.46656930446624756,0.6489816904067993,-0.48957598209381104]","[-0.5613241195678711,-0.5236861705780029,-0.5583064556121826,0.5826537609100342,0.5322222709655762,0.571770191192627,-0.6394404768943787,-0.5261675715446472,-0.4459148049354553,-0.5064241290092468,-0.5352165699005127,0.5749311447143555,0.5947186946868896,0.499361515045166,0.6127109527587891,-0.5245604515075684]"
audioseal,5,96,chinese:SSB0316,1,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,"[23191,28691,38167,40033,46354]",2,38167,38231,6,,160000,2.2421226577972967e-07,0.015590755268931389,7.0041306015983285e-09,2.1720050130894942e-07,7.308825614729619e-12,3.2504356715368883e-13,0.03123883779168138,0.9687271146991184,3.2597795617078086e-05,1.4497135829001332e-06,38167,38231,1,1,1,1,1,-0.555091142654419,0.5650951862335205,1.1201863288879395,0.007116361459096273,"[0.567968487739563,0.5183075666427612,0.56403648853302,-0.47866129875183105,0.5679100751876831,-0.6457902193069458,-0.555091142654419,-0.5227254629135132,0.5636224746704102,-0.5459983348846436,0.48151350021362305,-0.4849451780319214,0.5933917760848999,-0.5827676653862,-0.4625275731086731,0.5986768007278442]","[0.5687904357910156,0.5235952138900757,0.5702170133590698,-0.4866189956665039,0.5557500123977661,-0.6351020932197571,0.5650951862335205,-0.5308307409286499,0.5586321353912354,-0.5452559590339661,0.47359538078308105,-0.49539732933044434,0.5938377380371094,-0.6070488691329956,-0.4616801142692566,0.5928102731704712]"
audioseal,5,97,chinese:SSB0316,2,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,"[23985,38556,39744,63055,64935]",3,63055,63047,3,,160000,1.187421619886537e-06,0.024403581395745277,5.843889492561294e-08,1.128964370372794e-06,1.7504631495931162e-11,8.499566341155892e-13,0.0492149493885727,0.9507695930958973,1.4741715329053719e-05,7.158002009402575e-07,63055,63047,1,1,1,1,1,0.6714107990264893,-0.46166926622390747,1.1330800652503967,0.012865777810414631,"[0.5359512567520142,0.5298018455505371,0.5825096368789673,0.6714107990264893,-0.5682120323181152,-0.5998602509498596,0.5541384220123291,-0.5290136337280273,-0.4074907898902893,0.574629545211792,0.49699127674102783,-0.5078635215759277,0.5868659019470215,0.44606542587280273,0.6179780960083008,0.5058608055114746]","[0.5234684944152832,0.5147929191589355,0.5752074718475342,-0.46166926622390747,-0.5720788836479187,-0.6072216033935547,0.5761975049972534,-0.5379332304000854,-0.4426761865615845,0.5896497964859009,0.5075998306274414,-0.5001558065414429,0.582255482673645,0.42293524742126465,0.6054612398147583,0.513067364692688]"
audioseal,5,98,chinese:SSB0316,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,"[8128,18395,34147,45303,55555]",1,18395,18387,3,,160000,6.015633116412467e-07,0.02263856679201126,4.1036864960755315e-08,5.6051083910088e-07,1.4920178462268562e-11,6.874011489223262e-13,0.06821703412861788,0.9317570208389818,2.480234112276861e-05,1.1426912772437664e-06,18395,18387,1,1,1,1,1,0.5958163738250732,-0.5547477006912231,1.1505640745162964,0.01832844813664754,"[0.5806161165237427,0.5088440179824829,-0.5540910363197327,0.5958163738250732,0.574077844619751,-0.6080523729324341,0.49278366565704346,0.45848655700683594,0.525020956993103,0.5813086032867432,0.44415557384490967,-0.5156590938568115,-0.4589880108833313,-0.5845202803611755,0.5877705812454224,-0.5258885622024536]","[0.5590040683746338,0.4968370199203491,-0.5656617283821106,-0.5547477006912231,0.56083083152771,-0.6358344554901123,0.5388391017913818,0.4509199857711792,0.5026462078094482,0.6129738092422485,0.46947145462036133,-0.5104334354400635,-0.4523824453353882,-0.5975033640861511,0.5937318801879883,-0.5009341239929199]"
audioseal,5,99,chinese:SSB0323,1,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,"[10700,26354,46150,59142,60961]",2,46150,45126,10,,160000,4.1004403142899217e-07,0.014348060823976994,1.1130198065635036e-08,3.989054024569154e-07,8.075684195905415e-12,3.5522224590197227e-13,0.027143909464665543,0.9728355295570114,1.9694675637057506e-05,8.66302686235994e-07,46150,45126,1,1,1,1,1,0.5011218786239624,-0.5622637271881104,1.0633856058120728,0.01654136578241984,"[-0.5823355913162231,0.4996877908706665,0.5308184623718262,-0.44682252407073975,-0.5697999596595764,-0.5327651500701904,0.5870072841644287,-0.5189929008483887,-0.4637637734413147,-0.5320721864700317,0.5011218786239624,-0.45446670055389404,0.5713486671447754,0.4512718915939331,-0.4714736342430115,0.48570942878723145]","[-0.5421504974365234,0.48960137367248535,0.5436549186706543,-0.43503183126449585,-0.5428950190544128,-0.5657628774642944,0.5770096778869629,-0.5334680080413818,-0.46918749809265137,-0.5262082815170288,-0.5622637271881104,-0.438895046710968,0.5860245227813721,0.46035289764404297,-0.479317843914032,0.5160955190658569]"
audioseal,5,100,chinese:SSB0323,2,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,"[15831,20658,24557,29094,41307]",3,29094,28966,7,,160000,3.6886149738611696e-07,0.013630421832203865,2.817188629660487e-08,3.4068350387148446e-07,5.882806590898156e-12,2.2441143666127897e-13,0.07637524245886551,0.9236082006001934,1.5948551509403406e-05,6.083894314032172e-07,29094,28966,1,1,1,1,1,0.4706900119781494,-0.5368812084197998,1.0075712203979492,0.013189872105916342,"[-0.5628363490104675,0.5130088329315186,0.5617663860321045,-0.48125267028808594,-0.6026560068130493,0.42059099674224854,-0.5590552091598511,0.4706900119781494,0.4846848249435425,-0.5147678852081299,-0.5251917839050293,-0.47481709718704224,0.6081264019012451,0.46431589126586914,0.6520075798034668,-0.49319690465927124]","[-0.558810293674469,0.49691104888916016,0.557689905166626,-0.46838515996932983,-0.6068868041038513,0.4668534994125366,-0.553813099861145,-0.5368812084197998,0.47534477710723877,-0.5311017632484436,-0.5343461036682129,-0.461864173412323,0.6040923595428467,0.4571695327758789,0.669366717338562,-0.46447277069091797]"
audioseal,5,101,chinese:SSB0323,3,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,"[1870,26182,39512,41768,50934]",3,41768,45864,12,,160000,2.3584095089199886e-07,0.016977880150079727,3.5732263840125744e-08,2.0010218348462157e-07,6.229427527017665e-12,2.7413972452477047e-13,0.15151000581103066,0.8484624181160823,2.6413680505682718e-05,1.1623923813397029e-06,41768,45864,1,1,1,1,1,-0.4392734169960022,0.5840004682540894,1.0232738852500916,0.007602576414744059,"[-0.49972003698349,-0.523634672164917,-0.561457097530365,0.6271167993545532,-0.644853949546814,0.4713296890258789,-0.6286054253578186,-0.5250067710876465,0.5387141704559326,0.5848841667175293,-0.5605108737945557,-0.4414902329444885,-0.4392734169960022,0.5040779113769531,-0.4322999119758606,0.5676019191741943]","[-0.4917471408843994,-0.5378507971763611,-0.5679392218589783,0.6305233240127563,-0.6455487608909607,0.4901629686355591,-0.634507417678833,-0.5181257724761963,0.5416899919509888,0.5779765844345093,-0.5600681304931641,-0.445827841758728,0.5840004682540894,0.48662686347961426,-0.4409049153327942,0.5586718320846558]"
audioseal,5,102,chinese:SSB0338,1,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,"[28141,29194,31444,36944,48121]",2,31444,23252,13,,160000,1.2780239243888762e-07,0.015668388456106186,4.0972521503853104e-08,8.682610473474251e-08,3.592331653276442e-12,1.738686387281193e-13,0.32059275825720784,0.6793777728086029,2.8108485175613738e-05,1.3604490135915068e-06,31444,23252,1,1,1,1,1,0.4764493703842163,-0.6450552940368652,1.1215046644210815,0.017840949694315593,"[-0.5557799339294434,-0.5302116870880127,0.5935943126678467,-0.5275973081588745,0.5934993028640747,-0.575175940990448,0.5614614486694336,0.47470414638519287,-0.4340553879737854,0.6133253574371338,-0.5483423471450806,0.5909122228622437,0.6123837232589722,0.4764493703842163,0.5665042400360107,-0.5232900381088257]","[-0.5748757123947144,-0.5198467373847961,0.5872838497161865,-0.5469192266464233,0.5601496696472168,-0.6019948124885559,0.5808109045028687,0.4863457679748535,-0.4453142285346985,0.6057251691818237,-0.5509153604507446,0.5969055891036987,0.6351708173751831,-0.6450552940368652,0.6049787998199463,-0.4906155467033386]"
audioseal,5,103,chinese:SSB0338,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,"[6054,36887,55681,62009,63689]",0,6054,6055,0,,160000,4.54782524444607e-07,0.026151858270168304,3.945034113559443e-08,4.153203523460625e-07,1.1410775662021336e-11,4.201872880448527e-13,0.08674550805084755,0.9132284773986494,2.509062034860836e-05,9.239301544358967e-07,6054,6055,1,1,1,1,1,-0.6008752584457397,0.5296814441680908,1.1305567026138306,0.022122474511464436,"[-0.6008752584457397,0.525915265083313,0.5469210147857666,-0.5527390241622925,-0.6641541123390198,0.45776140689849854,-0.5452353954315186,0.48606395721435547,0.4977480173110962,0.6239587068557739,0.5285402536392212,-0.4754589796066284,0.6088571548461914,-0.6347693800926208,-0.504112184047699,-0.5431299805641174]","[0.5296814441680908,0.5272477865219116,0.5558226108551025,-0.5272114872932434,-0.6470099687576294,0.3916020393371582,-0.5533256530761719,0.4772324562072754,0.49248647689819336,0.6306194067001343,0.5136168003082275,-0.4803922176361084,0.6398633718490601,-0.6070650815963745,-0.45437467098236084,-0.4875067472457886]"
