model,K,spk,local_t,gi,target,method,target_top1
voicemark,8,121,0,0,31205,mean,0
voicemark,8,121,0,0,31205,framing_cb,0
voicemark,8,121,0,0,22397,mean,0
voicemark,8,121,0,0,22397,framing_cb,0
voicemark,8,121,0,0,20189,mean,0
voicemark,8,121,0,0,20189,framing_cb,0
voicemark,8,121,0,0,62432,mean,0
voicemark,8,121,0,0,62432,framing_cb,0
voicemark,8,121,0,0,58272,mean,0
voicemark,8,121,0,0,58272,framing_cb,0
voicemark,8,121,0,0,30012,mean,0
voicemark,8,121,0,0,30012,framing_cb,0
voicemark,8,121,0,0,28965,mean,0
voicemark,8,121,0,0,28965,framing_cb,0
voicemark,8,121,0,0,58345,mean,0
voicemark,8,121,0,0,58345,framing_cb,0
voicemark,8,121,0,0,4140,mean,0
voicemark,8,121,0,0,4140,framing_cb,0
voicemark,8,121,0,0,6069,mean,0
voicemark,8,121,0,0,6069,framing_cb,0
voicemark,8,121,1,1,22019,mean,0
voicemark,8,121,1,1,22019,framing_cb,0
voicemark,8,121,1,1,27291,mean,0
voicemark,8,121,1,1,27291,framing_cb,0
voicemark,8,121,1,1,23195,mean,0
voicemark,8,121,1,1,23195,framing_cb,0
voicemark,8,121,1,1,21515,mean,0
voicemark,8,121,1,1,21515,framing_cb,0
voicemark,8,121,1,1,43140,mean,0
voicemark,8,121,1,1,43140,framing_cb,0
voicemark,8,121,1,1,21511,mean,0
voicemark,8,121,1,1,21511,framing_cb,0
voicemark,8,121,1,1,51867,mean,0
voicemark,8,121,1,1,51867,framing_cb,0
voicemark,8,121,1,1,29827,mean,0
voicemark,8,121,1,1,29827,framing_cb,0
voicemark,8,121,1,1,62595,mean,0
voicemark,8,121,1,1,62595,framing_cb,0
voicemark,8,121,1,1,26241,mean,0
voicemark,8,121,1,1,26241,framing_cb,0
voicemark,8,121,2,2,47866,mean,0
voicemark,8,121,2,2,47866,framing_cb,0
voicemark,8,121,2,2,33942,mean,0
voicemark,8,121,2,2,33942,framing_cb,0
voicemark,8,121,2,2,21334,mean,0
voicemark,8,121,2,2,21334,framing_cb,0
voicemark,8,121,2,2,34260,mean,0
voicemark,8,121,2,2,34260,framing_cb,0
voicemark,8,121,2,2,30582,mean,0
voicemark,8,121,2,2,30582,framing_cb,0
voicemark,8,121,2,2,21078,mean,0
voicemark,8,121,2,2,21078,framing_cb,0
voicemark,8,121,2,2,35972,mean,0
voicemark,8,121,2,2,35972,framing_cb,0
voicemark,8,121,2,2,36289,mean,0
voicemark,8,121,2,2,36289,framing_cb,0
voicemark,8,121,2,2,21844,mean,0
voicemark,8,121,2,2,21844,framing_cb,0
voicemark,8,121,2,2,22388,mean,0
voicemark,8,121,2,2,22388,framing_cb,0
voicemark,8,121,3,3,17908,mean,0
voicemark,8,121,3,3,17908,framing_cb,0
voicemark,8,121,3,3,6687,mean,0
voicemark,8,121,3,3,6687,framing_cb,0
voicemark,8,121,3,3,7199,mean,0
voicemark,8,121,3,3,7199,framing_cb,0
voicemark,8,121,3,3,16852,mean,0
voicemark,8,121,3,3,16852,framing_cb,0
voicemark,8,121,3,3,6831,mean,0
voicemark,8,121,3,3,6831,framing_cb,0
voicemark,8,121,3,3,32655,mean,0
voicemark,8,121,3,3,32655,framing_cb,0
voicemark,8,121,3,3,57254,mean,0
voicemark,8,121,3,3,57254,framing_cb,0
voicemark,8,121,3,3,6223,mean,0
voicemark,8,121,3,3,6223,framing_cb,0
voicemark,8,121,3,3,24461,mean,0
voicemark,8,121,3,3,24461,framing_cb,0
voicemark,8,121,3,3,54486,mean,0
voicemark,8,121,3,3,54486,framing_cb,0
voicemark,8,237,0,4,50,mean,0
voicemark,8,237,0,4,50,framing_cb,0
voicemark,8,237,0,4,58300,mean,0
voicemark,8,237,0,4,58300,framing_cb,0
voicemark,8,237,0,4,563,mean,0
voicemark,8,237,0,4,563,framing_cb,0
voicemark,8,237,0,4,47907,mean,0
voicemark,8,237,0,4,47907,framing_cb,0
voicemark,8,237,0,4,2069,mean,0
voicemark,8,237,0,4,2069,framing_cb,0
voicemark,8,237,0,4,11541,mean,0
voicemark,8,237,0,4,11541,framing_cb,0
voicemark,8,237,0,4,8247,mean,0
voicemark,8,237,0,4,8247,framing_cb,0
voicemark,8,237,0,4,63404,mean,0
voicemark,8,237,0,4,63404,framing_cb,0
voicemark,8,237,0,4,10621,mean,0
voicemark,8,237,0,4,10621,framing_cb,0
voicemark,8,237,0,4,47016,mean,0
voicemark,8,237,0,4,47016,framing_cb,0
voicemark,8,237,1,5,507,mean,0
voicemark,8,237,1,5,507,framing_cb,0
voicemark,8,237,1,5,17638,mean,0
voicemark,8,237,1,5,17638,framing_cb,0
voicemark,8,237,1,5,5556,mean,0
voicemark,8,237,1,5,5556,framing_cb,0
voicemark,8,237,1,5,45919,mean,0
voicemark,8,237,1,5,45919,framing_cb,0
voicemark,8,237,1,5,52454,mean,0
voicemark,8,237,1,5,52454,framing_cb,0
voicemark,8,237,1,5,19616,mean,0
voicemark,8,237,1,5,19616,framing_cb,0
voicemark,8,237,1,5,8699,mean,0
voicemark,8,237,1,5,8699,framing_cb,0
voicemark,8,237,1,5,505,mean,0
voicemark,8,237,1,5,505,framing_cb,0
voicemark,8,237,1,5,106,mean,0
voicemark,8,237,1,5,106,framing_cb,0
voicemark,8,237,1,5,34170,mean,0
voicemark,8,237,1,5,34170,framing_cb,0
voicemark,8,237,2,6,45050,mean,0
voicemark,8,237,2,6,45050,framing_cb,0
voicemark,8,237,2,6,1728,mean,0
voicemark,8,237,2,6,1728,framing_cb,0
voicemark,8,237,2,6,36555,mean,0
voicemark,8,237,2,6,36555,framing_cb,0
voicemark,8,237,2,6,49882,mean,0
voicemark,8,237,2,6,49882,framing_cb,0
voicemark,8,237,2,6,17088,mean,0
voicemark,8,237,2,6,17088,framing_cb,0
voicemark,8,237,2,6,20139,mean,0
voicemark,8,237,2,6,20139,framing_cb,0
voicemark,8,237,2,6,1737,mean,0
voicemark,8,237,2,6,1737,framing_cb,0
voicemark,8,237,2,6,52220,mean,0
voicemark,8,237,2,6,52220,framing_cb,0
voicemark,8,237,2,6,52621,mean,0
voicemark,8,237,2,6,52621,framing_cb,0
voicemark,8,237,2,6,28325,mean,0
voicemark,8,237,2,6,28325,framing_cb,0
voicemark,8,237,3,7,6299,mean,0
voicemark,8,237,3,7,6299,framing_cb,0
voicemark,8,237,3,7,56711,mean,0
voicemark,8,237,3,7,56711,framing_cb,0
voicemark,8,237,3,7,2267,mean,0
voicemark,8,237,3,7,2267,framing_cb,0
voicemark,8,237,3,7,7343,mean,0
voicemark,8,237,3,7,7343,framing_cb,0
voicemark,8,237,3,7,36916,mean,0
voicemark,8,237,3,7,36916,framing_cb,0
voicemark,8,237,3,7,12459,mean,0
voicemark,8,237,3,7,12459,framing_cb,0
voicemark,8,237,3,7,5546,mean,0
voicemark,8,237,3,7,5546,framing_cb,0
voicemark,8,237,3,7,9387,mean,0
voicemark,8,237,3,7,9387,framing_cb,0
voicemark,8,237,3,7,1178,mean,0
voicemark,8,237,3,7,1178,framing_cb,0
voicemark,8,237,3,7,54662,mean,0
voicemark,8,237,3,7,54662,framing_cb,0
voicemark,8,260,0,8,34154,mean,0
voicemark,8,260,0,8,34154,framing_cb,0
voicemark,8,260,0,8,28899,mean,0
