model,K,spk,local_t,gi,target,method,target_top1
timbrewm,5,121,0,0,563,mean,0
timbrewm,5,121,0,0,563,tct,0
timbrewm,5,121,0,0,691,mean,0
timbrewm,5,121,0,0,691,tct,0
timbrewm,5,121,0,0,562,mean,0
timbrewm,5,121,0,0,562,tct,0
timbrewm,5,121,0,0,946,mean,0
timbrewm,5,121,0,0,946,tct,1
timbrewm,5,121,0,0,698,mean,0
timbrewm,5,121,0,0,698,tct,1
timbrewm,5,121,0,0,699,mean,0
timbrewm,5,121,0,0,699,tct,0
timbrewm,5,121,0,0,570,mean,0
timbrewm,5,121,0,0,570,tct,0
timbrewm,5,121,0,0,688,mean,0
timbrewm,5,121,0,0,688,tct,0
timbrewm,5,121,0,0,438,mean,0
timbrewm,5,121,0,0,438,tct,0
timbrewm,5,121,0,0,498,mean,0
timbrewm,5,121,0,0,498,tct,0
timbrewm,5,121,1,1,295,mean,0
timbrewm,5,121,1,1,295,tct,0
timbrewm,5,121,1,1,327,mean,0
timbrewm,5,121,1,1,327,tct,1
timbrewm,5,121,1,1,903,mean,0
timbrewm,5,121,1,1,903,tct,0
timbrewm,5,121,1,1,935,mean,0
timbrewm,5,121,1,1,935,tct,0
timbrewm,5,121,1,1,911,mean,0
timbrewm,5,121,1,1,911,tct,1
timbrewm,5,121,1,1,391,mean,0
timbrewm,5,121,1,1,391,tct,1
timbrewm,5,121,1,1,775,mean,0
timbrewm,5,121,1,1,775,tct,0
timbrewm,5,121,1,1,933,mean,0
timbrewm,5,121,1,1,933,tct,0
timbrewm,5,121,1,1,965,mean,0
timbrewm,5,121,1,1,965,tct,1
timbrewm,5,121,1,1,941,mean,0
timbrewm,5,121,1,1,941,tct,0
timbrewm,5,121,2,2,560,mean,0
timbrewm,5,121,2,2,560,tct,0
timbrewm,5,121,2,2,176,mean,0
timbrewm,5,121,2,2,176,tct,1
timbrewm,5,121,2,2,944,mean,0
timbrewm,5,121,2,2,944,tct,1
timbrewm,5,121,2,2,568,mean,0
timbrewm,5,121,2,2,568,tct,0
timbrewm,5,121,2,2,24,mean,0
timbrewm,5,121,2,2,24,tct,1
timbrewm,5,121,2,2,48,mean,1
timbrewm,5,121,2,2,48,tct,0
timbrewm,5,121,2,2,816,mean,0
timbrewm,5,121,2,2,816,tct,0
timbrewm,5,121,2,2,528,mean,0
timbrewm,5,121,2,2,528,tct,0
timbrewm,5,121,2,2,952,mean,0
timbrewm,5,121,2,2,952,tct,1
timbrewm,5,121,2,2,144,mean,0
timbrewm,5,121,2,2,144,tct,1
timbrewm,5,121,3,3,961,mean,0
timbrewm,5,121,3,3,961,tct,1
timbrewm,5,121,3,3,465,mean,0
timbrewm,5,121,3,3,465,tct,0
timbrewm,5,121,3,3,481,mean,0
timbrewm,5,121,3,3,481,tct,1
timbrewm,5,121,3,3,353,mean,0
timbrewm,5,121,3,3,353,tct,0
timbrewm,5,121,3,3,1010,mean,0
timbrewm,5,121,3,3,1010,tct,1
timbrewm,5,121,3,3,866,mean,0
timbrewm,5,121,3,3,866,tct,0
timbrewm,5,121,3,3,489,mean,0
timbrewm,5,121,3,3,489,tct,1
timbrewm,5,121,3,3,321,mean,0
timbrewm,5,121,3,3,321,tct,0
timbrewm,5,121,3,3,329,mean,0
timbrewm,5,121,3,3,329,tct,0
timbrewm,5,121,3,3,457,mean,0
timbrewm,5,121,3,3,457,tct,1
timbrewm,5,237,0,4,376,mean,0
timbrewm,5,237,0,4,376,tct,1
timbrewm,5,237,0,4,120,mean,0
timbrewm,5,237,0,4,120,tct,1
timbrewm,5,237,0,4,280,mean,0
timbrewm,5,237,0,4,280,tct,1
timbrewm,5,237,0,4,88,mean,0
timbrewm,5,237,0,4,88,tct,0
timbrewm,5,237,0,4,368,mean,0
timbrewm,5,237,0,4,368,tct,0
timbrewm,5,237,0,4,56,mean,0
timbrewm,5,237,0,4,56,tct,0
timbrewm,5,237,0,4,80,mean,0
timbrewm,5,237,0,4,80,tct,0
timbrewm,5,237,0,4,336,mean,0
timbrewm,5,237,0,4,336,tct,0
timbrewm,5,237,0,4,304,mean,0
timbrewm,5,237,0,4,304,tct,0
