model,K,spk,local_t,gi,target,method,target_top1
audioseal,5,121,0,0,32107,mean,0
audioseal,5,121,0,0,32107,tct,0
audioseal,5,121,0,0,32554,mean,0
audioseal,5,121,0,0,32554,tct,0
audioseal,5,121,0,0,31786,mean,0
audioseal,5,121,0,0,31786,tct,0
audioseal,5,121,0,0,44213,mean,0
audioseal,5,121,0,0,44213,tct,0
audioseal,5,121,0,0,16234,mean,0
audioseal,5,121,0,0,16234,tct,0
audioseal,5,121,0,0,57506,mean,0
audioseal,5,121,0,0,57506,tct,0
audioseal,5,121,0,0,52746,mean,0
audioseal,5,121,0,0,52746,tct,0
audioseal,5,121,0,0,49318,mean,0
audioseal,5,121,0,0,49318,tct,0
audioseal,5,121,0,0,31074,mean,0
audioseal,5,121,0,0,31074,tct,0
audioseal,5,121,0,0,50400,mean,0
audioseal,5,121,0,0,50400,tct,0
audioseal,5,121,1,1,57679,mean,0
audioseal,5,121,1,1,57679,tct,0
audioseal,5,121,1,1,58695,mean,0
audioseal,5,121,1,1,58695,tct,0
audioseal,5,121,1,1,61666,mean,0
audioseal,5,121,1,1,61666,tct,0
audioseal,5,121,1,1,58237,mean,0
audioseal,5,121,1,1,58237,tct,0
audioseal,5,121,1,1,18990,mean,0
audioseal,5,121,1,1,18990,tct,0
audioseal,5,121,1,1,57686,mean,0
audioseal,5,121,1,1,57686,tct,0
audioseal,5,121,1,1,26108,mean,0
audioseal,5,121,1,1,26108,tct,0
audioseal,5,121,1,1,24234,mean,0
audioseal,5,121,1,1,24234,tct,0
audioseal,5,121,1,1,32298,mean,0
audioseal,5,121,1,1,32298,tct,0
audioseal,5,121,1,1,46560,mean,0
audioseal,5,121,1,1,46560,tct,0
audioseal,5,121,2,2,28704,mean,0
audioseal,5,121,2,2,28704,tct,0
audioseal,5,121,2,2,44216,mean,0
audioseal,5,121,2,2,44216,tct,0
audioseal,5,121,2,2,44074,mean,0
audioseal,5,121,2,2,44074,tct,0
audioseal,5,121,2,2,1446,mean,0
audioseal,5,121,2,2,1446,tct,0
audioseal,5,121,2,2,60946,mean,0
audioseal,5,121,2,2,60946,tct,0
audioseal,5,121,2,2,19971,mean,0
audioseal,5,121,2,2,19971,tct,0
audioseal,5,121,2,2,1186,mean,0
audioseal,5,121,2,2,1186,tct,0
audioseal,5,121,2,2,1206,mean,0
audioseal,5,121,2,2,1206,tct,0
audioseal,5,121,2,2,33798,mean,0
audioseal,5,121,2,2,33798,tct,0
audioseal,5,121,2,2,60467,mean,0
audioseal,5,121,2,2,60467,tct,0
audioseal,5,121,3,3,28865,mean,0
audioseal,5,121,3,3,28865,tct,0
audioseal,5,121,3,3,63997,mean,0
