model,K,spk,local_t,gi,target,method,target_top1
timbrewm,2,121,0,0,50,mean,0
timbrewm,2,121,0,0,50,tct,0
timbrewm,2,121,0,0,59,mean,0
timbrewm,2,121,0,0,59,tct,0
timbrewm,2,121,0,0,563,mean,0
timbrewm,2,121,0,0,563,tct,0
timbrewm,2,121,0,0,42,mean,0
timbrewm,2,121,0,0,42,tct,0
timbrewm,2,121,0,0,62,mean,0
timbrewm,2,121,0,0,62,tct,0
timbrewm,2,121,0,0,186,mean,0
timbrewm,2,121,0,0,186,tct,0
timbrewm,2,121,0,0,55,mean,0
timbrewm,2,121,0,0,55,tct,0
timbrewm,2,121,0,0,179,mean,0
timbrewm,2,121,0,0,179,tct,0
timbrewm,2,121,0,0,122,mean,0
timbrewm,2,121,0,0,122,tct,0
timbrewm,2,121,0,0,314,mean,0
timbrewm,2,121,0,0,314,tct,0
timbrewm,2,121,1,1,542,mean,0
timbrewm,2,121,1,1,542,tct,0
timbrewm,2,121,1,1,666,mean,0
timbrewm,2,121,1,1,666,tct,0
timbrewm,2,121,1,1,671,mean,0
timbrewm,2,121,1,1,671,tct,0
timbrewm,2,121,1,1,668,mean,0
timbrewm,2,121,1,1,668,tct,0
timbrewm,2,121,1,1,539,mean,0
timbrewm,2,121,1,1,539,tct,0
timbrewm,2,121,1,1,541,mean,0
timbrewm,2,121,1,1,541,tct,0
timbrewm,2,121,1,1,536,mean,0
timbrewm,2,121,1,1,536,tct,0
timbrewm,2,121,1,1,665,mean,0
timbrewm,2,121,1,1,665,tct,0
timbrewm,2,121,1,1,575,mean,0
timbrewm,2,121,1,1,575,tct,0
timbrewm,2,121,1,1,538,mean,0
timbrewm,2,121,1,1,538,tct,0
timbrewm,2,121,2,2,383,mean,0
timbrewm,2,121,2,2,383,tct,0
timbrewm,2,121,2,2,380,mean,0
timbrewm,2,121,2,2,380,tct,0
timbrewm,2,121,2,2,366,mean,0
timbrewm,2,121,2,2,366,tct,0
timbrewm,2,121,2,2,318,mean,0
timbrewm,2,121,2,2,318,tct,0
timbrewm,2,121,2,2,374,mean,0
timbrewm,2,121,2,2,374,tct,0
timbrewm,2,121,2,2,894,mean,0
timbrewm,2,121,2,2,894,tct,0
timbrewm,2,121,2,2,378,mean,0
timbrewm,2,121,2,2,378,tct,0
timbrewm,2,121,2,2,553,mean,0
timbrewm,2,121,2,2,553,tct,0
timbrewm,2,121,2,2,561,mean,0
timbrewm,2,121,2,2,561,tct,0
timbrewm,2,121,2,2,549,mean,0
timbrewm,2,121,2,2,549,tct,0
timbrewm,2,121,3,3,730,mean,0
timbrewm,2,121,3,3,730,tct,0
timbrewm,2,121,3,3,970,mean,1
timbrewm,2,121,3,3,970,tct,1
timbrewm,2,121,3,3,858,mean,0
timbrewm,2,121,3,3,858,tct,0
timbrewm,2,121,3,3,587,mean,0
timbrewm,2,121,3,3,587,tct,0
timbrewm,2,121,3,3,987,mean,0
timbrewm,2,121,3,3,987,tct,0
timbrewm,2,121,3,3,847,mean,0
timbrewm,2,121,3,3,847,tct,0
timbrewm,2,121,3,3,607,mean,0
