category,file,rows,columns,bytes,sha256,runtime_source
attack_evasion,attack_evasion_overwrite_cross_timbrewm__to_audioseal.csv,300,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,98417,bcfd8b6bd303fbb7701f166a0e01db1990bc2d8653a66ff0ec123eeb72f4763c,results/evaluation/attack_evasion_overwrite_cross_timbrewm__to_audioseal.csv
attack_evasion,attack_evasion_overwrite_cross_voicemark__to_wmcodec.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,219131,a746f3ee0c72770bf4e87e548d20daa5da0ab983650142fd5f9f1733424db1d0,results/evaluation/attack_evasion_overwrite_cross_voicemark__to_wmcodec.csv
attack_evasion,attack_evasion_overwrite_cross_wavmark__to_voicemark.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,191132,de845f437d6cc6ecdac2c8e97fafce2dd1ba5398895bd7bb242cbdd3aa440e9e,results/evaluation/attack_evasion_overwrite_cross_wavmark__to_voicemark.csv
attack_evasion,attack_evasion_overwrite_cross_wmcodec__to_timbrewm.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,201115,9a68741f3f6698de8cf86da146ed8cc3ce126105cd4a1a89c8e51da15a2de6ec,results/evaluation/attack_evasion_overwrite_cross_wmcodec__to_timbrewm.csv
attack_evasion,attack_evasion_overwrite_same_audioseal.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,233185,114acb0552f96f19ad6cce7f8bd1c662a25c8101fc416cc5618f2d01957f6b12,results/evaluation/attack_evasion_overwrite_same_audioseal.csv
attack_evasion,attack_evasion_overwrite_same_timbrewm.csv,300,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,92108,162c24ba7b9bd7731b028a894fa1cf0d36c442a0dd4452e2f4e07553ae7c92af,results/evaluation/attack_evasion_overwrite_same_timbrewm.csv
attack_evasion,attack_evasion_overwrite_same_voicemark.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,231786,e78db0d37a3db8417294bca44568f34f1d3a9092ce3ffad986ae8bce2859c27b,results/evaluation/attack_evasion_overwrite_same_voicemark.csv
attack_evasion,attack_evasion_overwrite_same_wavmark.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,230822,e8cf2612d86da26ce4f5fcc1efc278ff98a26337bc921331b53c9b347d2b02b2,results/evaluation/attack_evasion_overwrite_same_wavmark.csv
attack_evasion,attack_evasion_overwrite_same_wmcodec.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,219525,2d2093eee2b2fb86ed0926a0ef571209f220d4c000ad9a9a7b5a7f3a6490afb2,results/evaluation/attack_evasion_overwrite_same_wmcodec.csv
attack_evasion,attack_evasion_vocoder_audioseal.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,180543,26dfc9e34b4c13c80f016a4778711b9e58be8176a2c9f6b31d3e54f46da98fc2,results/evaluation/attack_evasion_vocoder_audioseal.csv
