model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
timbrewm,3,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,3,3,uniform,1,8,0.8000,4.5899,0.9964,35.29
timbrewm,3,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,3,3,uniform,1,9,0.9000,4.5707,0.9984,36.58
timbrewm,3,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,3,3,uniform,1,8,0.8000,4.5218,0.9971,33.33
timbrewm,3,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,3,3,uniform,1,9,0.9000,4.5842,0.9988,31.85
timbrewm,3,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,3,3,uniform,1,9,0.9000,4.5842,0.9987,32.23
timbrewm,3,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,3,3,uniform,1,9,0.9000,4.5326,0.9980,30.64
timbrewm,3,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,3,3,uniform,1,9,0.9000,4.5693,0.9977,33.71
timbrewm,3,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,3,3,uniform,0,10,1.0000,4.5778,0.9952,30.92
timbrewm,3,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,3,3,uniform,1,8,0.8000,4.5805,0.9972,31.87
timbrewm,3,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,3,3,uniform,0,10,1.0000,4.5897,0.9978,33.88
timbrewm,3,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,3,3,uniform,1,9,0.9000,4.5429,0.9983,32.11
timbrewm,3,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,3,3,uniform,1,8,0.8000,4.5459,0.9981,30.79
timbrewm,3,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,3,3,uniform,0,10,1.0000,4.4258,0.9940,26.53
timbrewm,3,13,chinese:SSB0016,2,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,3,3,uniform,1,9,0.9000,4.5335,0.9980,29.63
timbrewm,3,14,chinese:SSB0016,3,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,3,3,uniform,1,8,0.8000,4.4678,0.9942,28.48
timbrewm,3,15,chinese:SSB0018,1,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,3,3,uniform,0,10,1.0000,4.5946,0.9988,35.61
timbrewm,3,16,chinese:SSB0018,2,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,3,3,uniform,1,9,0.9000,4.4921,0.9971,32.67
