model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
wmcodec,3,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,3,3,uniform,1,13,0.8125,4.1168,0.9861,17.52
wmcodec,3,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,3,3,uniform,1,12,0.7500,4.4761,0.9880,17.63
wmcodec,3,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,3,3,uniform,1,13,0.8125,4.4535,0.9866,16.20
wmcodec,3,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,3,3,uniform,1,14,0.8750,4.3310,0.9869,14.87
wmcodec,3,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,3,3,uniform,1,11,0.6875,4.3574,0.9882,14.62
wmcodec,3,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,3,3,uniform,1,13,0.8125,4.2872,0.9874,13.79
wmcodec,3,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,3,3,uniform,1,11,0.6875,4.2011,0.9865,18.11
wmcodec,3,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,3,3,uniform,1,11,0.6875,3.9545,0.9878,17.78
wmcodec,3,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,3,3,uniform,1,15,0.9375,4.3217,0.9860,17.46
wmcodec,3,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,3,3,uniform,1,11,0.6875,4.3602,0.9866,14.47
wmcodec,3,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,3,3,uniform,1,13,0.8125,4.3307,0.9848,14.90
wmcodec,3,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,3,3,uniform,1,11,0.6875,4.2772,0.9858,14.31
wmcodec,3,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,3,3,uniform,1,11,0.6875,4.3035,0.9863,16.53
wmcodec,3,13,chinese:SSB0016,2,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,3,3,uniform,1,12,0.7500,4.3500,0.9867,15.57
wmcodec,3,14,chinese:SSB0016,3,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,3,3,uniform,1,12,0.7500,4.2233,0.9848,17.57
wmcodec,3,15,chinese:SSB0018,1,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,3,3,uniform,1,11,0.6875,4.3201,0.9863,15.21
wmcodec,3,16,chinese:SSB0018,2,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,3,3,uniform,1,14,0.8750,4.3073,0.9866,16.64
wmcodec,3,17,chinese:SSB0018,3,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,3,3,uniform,1,11,0.6875,4.4470,0.9899,17.55
wmcodec,3,18,chinese:SSB0033,1,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,3,3,uniform,1,8,0.5000,4.4300,0.9893,20.89
wmcodec,3,19,chinese:SSB0033,2,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_02.wav,3,3,uniform,1,11,0.6875,4.3089,0.9871,21.33
wmcodec,3,20,chinese:SSB0033,3,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_03.wav,3,3,uniform,1,10,0.6250,4.4767,0.9920,20.75
wmcodec,3,21,chinese:SSB0038,1,dataset/collusion_300/chinese/SSB0038/chinese_SSB0038_01.wav,3,3,uniform,1,12,0.7500,4.4260,0.9905,18.53
