model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
voicemark,3,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,3,3,uniform,1,12,0.7500,4.1289,0.9805,16.24
voicemark,3,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,3,3,uniform,1,12,0.7500,3.8733,0.9758,17.74
voicemark,3,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,3,3,uniform,1,13,0.8125,4.0730,0.9757,13.84
voicemark,3,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,3,4,uniform,1,12,0.7500,4.0450,0.9697,13.96
voicemark,3,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,3,3,uniform,1,12,0.7500,3.9717,0.9755,13.37
voicemark,3,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,3,3,uniform,1,12,0.7500,4.2123,0.9759,11.57
voicemark,3,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,3,3,uniform,1,12,0.7500,4.4754,0.9869,19.25
voicemark,3,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,3,4,uniform,1,10,0.6250,4.1957,0.9744,17.68
voicemark,3,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,3,3,uniform,1,9,0.5625,3.7929,0.9593,14.59
voicemark,3,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,3,4,uniform,1,14,0.8750,3.9499,0.9619,13.10
voicemark,3,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,3,3,uniform,1,10,0.6250,3.9408,0.9688,13.60
voicemark,3,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,3,3,uniform,1,12,0.7500,4.0692,0.9740,14.82
voicemark,3,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,3,3,uniform,1,11,0.6875,4.2086,0.9620,15.87
voicemark,3,13,chinese:SSB0016,2,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,3,3,uniform,1,10,0.6250,3.9479,0.9619,16.71
voicemark,3,14,chinese:SSB0016,3,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,3,4,uniform,1,9,0.5625,4.3839,0.9749,19.87
voicemark,3,15,chinese:SSB0018,1,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,3,4,uniform,1,11,0.6875,4.2580,0.9806,16.35
voicemark,3,16,chinese:SSB0018,2,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_02.wav,3,3,uniform,1,9,0.5625,4.3644,0.9831,17.92
voicemark,3,17,chinese:SSB0018,3,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_03.wav,3,3,uniform,1,9,0.5625,4.4264,0.9845,18.28
voicemark,3,18,chinese:SSB0033,1,dataset/collusion_300/chinese/SSB0033/chinese_SSB0033_01.wav,3,3,uniform,1,12,0.7500,4.2943,0.9816,20.55
