model,k,trial_id,speaker,clip_index,source_path,sample_rate,coalition_payloads,codec,codec_setting,valid_post_codec_copy_count,all_post_codec_copies_valid,escaped,attribution_margin,pesq,stoi,si_sdr,snr
audioseal,5,87,chinese:SSB0307,1,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,16000,"[43468, 16425, 3558, 8530, 32056]",none,none,5,1,1,3.97970486,4.544356,0.998075,30.505582,30.508814
audioseal,5,87,chinese:SSB0307,1,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,16000,"[43468, 16425, 3558, 8530, 32056]",opus_64k,Opus 64 kbps,5,1,1,3.95814228,4.530831,0.997721,28.313675,27.062921
audioseal,5,88,chinese:SSB0307,2,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,16000,"[35858, 27816, 53267, 2882, 5134]",mp3_128k,MP3 128 kbps,5,1,1,3.53990793,4.455481,0.998544,27.640671,23.738859
audioseal,5,88,chinese:SSB0307,2,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,16000,"[35858, 27816, 53267, 2882, 5134]",none,none,5,1,1,3.5973978,4.582396,0.998548,34.651226,34.64919
audioseal,5,88,chinese:SSB0307,2,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,16000,"[35858, 27816, 53267, 2882, 5134]",opus_64k,Opus 64 kbps,5,1,1,3.67885303,4.528688,0.998126,29.752786,28.24577
audioseal,5,89,chinese:SSB0307,3,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,16000,"[49230, 39929, 24942, 18298, 7195]",mp3_128k,MP3 128 kbps,5,1,1,3.67483807,4.447369,0.998384,28.961664,24.248976
audioseal,5,89,chinese:SSB0307,3,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,16000,"[49230, 39929, 24942, 18298, 7195]",none,none,5,1,1,3.69904995,4.549167,0.998391,32.425458,32.427441
audioseal,5,89,chinese:SSB0307,3,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,16000,"[49230, 39929, 24942, 18298, 7195]",opus_64k,Opus 64 kbps,5,1,1,3.61066532,4.540244,0.99802,29.451397,28.048778
audioseal,5,90,chinese:SSB0309,1,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,16000,"[10665, 41932, 46921, 58691, 45949]",mp3_128k,MP3 128 kbps,5,1,1,1.51390934,4.511619,0.998817,33.475825,25.308474
audioseal,5,90,chinese:SSB0309,1,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,16000,"[10665, 41932, 46921, 58691, 45949]",none,none,5,1,1,1.5141201,4.593287,0.99882,34.958753,34.960054
audioseal,5,90,chinese:SSB0309,1,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,16000,"[10665, 41932, 46921, 58691, 45949]",opus_64k,Opus 64 kbps,5,1,1,1.52043819,4.544921,0.99849,28.648443,28.561859
audioseal,5,91,chinese:SSB0309,2,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,16000,"[64213, 44404, 65137, 39562, 28955]",mp3_128k,MP3 128 kbps,5,1,1,0.94601774,4.515589,0.999785,35.429884,25.555835
audioseal,5,91,chinese:SSB0309,2,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,16000,"[64213, 44404, 65137, 39562, 28955]",none,none,5,1,1,0.97107792,4.611669,0.999786,37.472095,37.472871
audioseal,5,91,chinese:SSB0309,2,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,16000,"[64213, 44404, 65137, 39562, 28955]",opus_64k,Opus 64 kbps,5,1,1,0.96542025,4.5617,0.999561,30.127762,30.031109
audioseal,5,92,chinese:SSB0309,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,16000,"[1301, 22615, 993, 24162, 20476]",mp3_128k,MP3 128 kbps,5,1,1,2.5187645,4.481008,0.999528,32.405809,25.110629
audioseal,5,92,chinese:SSB0309,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,16000,"[1301, 22615, 993, 24162, 20476]",none,none,5,1,1,2.49253035,4.57756,0.999533,36.65584,36.656608
audioseal,5,92,chinese:SSB0309,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,16000,"[1301, 22615, 993, 24162, 20476]",opus_64k,Opus 64 kbps,5,1,1,2.53774834,4.549707,0.9992,29.214317,29.104092
audioseal,5,93,chinese:SSB0315,1,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,16000,"[5223, 9326, 40730, 53786, 4443]",mp3_128k,MP3 128 kbps,5,1,1,2.51380777,4.425822,0.99976,28.067511,23.940139
audioseal,5,93,chinese:SSB0315,1,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,16000,"[5223, 9326, 40730, 53786, 4443]",none,none,5,1,1,2.51515532,4.583352,0.999767,34.974067,34.974612
audioseal,5,93,chinese:SSB0315,1,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,16000,"[5223, 9326, 40730, 53786, 4443]",opus_64k,Opus 64 kbps,5,1,1,2.50059128,4.573205,0.999399,29.758956,29.671332
audioseal,5,94,chinese:SSB0315,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,16000,"[56460, 3713, 45887, 27875, 23394]",mp3_128k,MP3 128 kbps,5,1,1,3.99140787,4.474153,0.999917,30.110458,24.577051
audioseal,5,94,chinese:SSB0315,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,16000,"[56460, 3713, 45887, 27875, 23394]",none,none,5,1,1,4.08288956,4.587174,0.999924,34.878814,34.880132
audioseal,5,94,chinese:SSB0315,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,16000,"[56460, 3713, 45887, 27875, 23394]",opus_64k,Opus 64 kbps,5,1,1,4.00477409,4.558823,0.999423,30.374089,30.327585
audioseal,5,95,chinese:SSB0315,3,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,16000,"[17640, 34622, 30769, 30055, 58860]",mp3_128k,MP3 128 kbps,5,1,1,1.7329545,4.411056,0.999922,27.888144,23.869406
audioseal,5,95,chinese:SSB0315,3,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,16000,"[17640, 34622, 30769, 30055, 58860]",none,none,5,1,1,1.82309675,4.608325,0.999926,38.933597,38.933306
audioseal,5,95,chinese:SSB0315,3,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,16000,"[17640, 34622, 30769, 30055, 58860]",opus_64k,Opus 64 kbps,5,1,1,1.7685132,4.563197,0.999498,30.450411,30.399756
audioseal,5,96,chinese:SSB0316,1,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,16000,"[28692, 40035, 46355, 23192, 38167]",mp3_128k,MP3 128 kbps,5,1,1,4.59283352,4.438965,0.999495,29.998214,24.572323
audioseal,5,96,chinese:SSB0316,1,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,16000,"[28692, 40035, 46355, 23192, 38167]",none,none,5,1,1,4.65554333,4.595628,0.999498,34.481606,34.483104
audioseal,5,96,chinese:SSB0316,1,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,16000,"[28692, 40035, 46355, 23192, 38167]",opus_64k,Opus 64 kbps,5,1,1,4.63632298,4.538677,0.99914,29.498511,29.434739
audioseal,5,97,chinese:SSB0316,2,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,16000,"[63059, 39746, 64937, 23985, 38556]",mp3_128k,MP3 128 kbps,5,1,1,4.2935133,4.450741,0.999569,30.534936,24.741564
audioseal,5,97,chinese:SSB0316,2,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,16000,"[63059, 39746, 64937, 23985, 38556]",none,none,5,1,1,4.16881371,4.609093,0.999573,35.124477,35.124706
audioseal,5,97,chinese:SSB0316,2,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,16000,"[63059, 39746, 64937, 23985, 38556]",opus_64k,Opus 64 kbps,5,1,1,3.84398651,4.581233,0.999202,29.978416,29.9182
audioseal,5,98,chinese:SSB0316,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,16000,"[34149, 18396, 55557, 8128, 45303]",mp3_128k,MP3 128 kbps,5,1,1,2.88034582,4.476278,0.999564,31.391373,24.885787
audioseal,5,98,chinese:SSB0316,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,16000,"[34149, 18396, 55557, 8128, 45303]",none,none,5,1,1,2.9153862,4.611434,0.99957,37.635606,37.635293
audioseal,5,98,chinese:SSB0316,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,16000,"[34149, 18396, 55557, 8128, 45303]",opus_64k,Opus 64 kbps,5,1,1,2.84723282,4.585149,0.999237,30.164841,30.085186
audioseal,5,99,chinese:SSB0323,1,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,16000,"[60965, 46152, 26355, 59142, 10700]",mp3_128k,MP3 128 kbps,5,1,1,3.91023922,4.489242,0.999745,32.297618,25.107735
audioseal,5,99,chinese:SSB0323,1,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,16000,"[60965, 46152, 26355, 59142, 10700]",none,none,5,1,1,3.89521503,4.587544,0.999756,36.287907,36.288574
audioseal,5,99,chinese:SSB0323,1,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,16000,"[60965, 46152, 26355, 59142, 10700]",opus_64k,Opus 64 kbps,5,1,1,3.87643528,4.54682,0.998925,30.35382,30.270172
audioseal,5,100,chinese:SSB0323,2,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,16000,"[15832, 41309, 24558, 29095, 20658]",mp3_128k,MP3 128 kbps,5,1,1,1.77661276,4.441385,0.999654,30.01544,24.56429
audioseal,5,100,chinese:SSB0323,2,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,16000,"[15832, 41309, 24558, 29095, 20658]",none,none,5,1,1,3.35722446,4.567375,0.999669,33.624524,33.626507
audioseal,5,100,chinese:SSB0323,2,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,16000,"[15832, 41309, 24558, 29095, 20658]",opus_64k,Opus 64 kbps,5,1,1,1.94541931,4.539248,0.99873,29.960761,29.832904
audioseal,5,101,chinese:SSB0323,3,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,16000,"[26183, 50936, 41769, 1870, 39512]",mp3_128k,MP3 128 kbps,5,1,1,2.89958286,4.45236,0.999521,30.863566,24.818362
audioseal,5,101,chinese:SSB0323,3,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,16000,"[26183, 50936, 41769, 1870, 39512]",none,none,5,1,1,2.9136734,4.565013,0.999537,34.697777,34.69793
audioseal,5,101,chinese:SSB0323,3,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,16000,"[26183, 50936, 41769, 1870, 39512]",opus_64k,Opus 64 kbps,5,1,1,2.88877392,4.521412,0.997937,28.404065,28.348056
audioseal,5,102,chinese:SSB0338,1,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,16000,"[31446, 28143, 36945, 48121, 29194]",mp3_128k,MP3 128 kbps,5,1,1,3.78181505,4.490585,0.999715,28.28326,23.997416
audioseal,5,102,chinese:SSB0338,1,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,16000,"[31446, 28143, 36945, 48121, 29194]",none,none,5,1,1,3.61375427,4.56653,0.999721,29.154422,29.160185
audioseal,5,102,chinese:SSB0338,1,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,16000,"[31446, 28143, 36945, 48121, 29194]",opus_64k,Opus 64 kbps,5,1,1,3.66689825,4.55057,0.999507,27.671815,27.380988
audioseal,5,103,chinese:SSB0338,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,16000,"[6055, 63692, 36888, 55682, 62009]",mp3_128k,MP3 128 kbps,5,1,1,3.35068226,4.469211,0.999233,28.68501,24.164175
audioseal,5,103,chinese:SSB0338,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,16000,"[6055, 63692, 36888, 55682, 62009]",none,none,5,1,1,3.34779453,4.532303,0.999236,29.329545,29.334061
audioseal,5,103,chinese:SSB0338,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,16000,"[6055, 63692, 36888, 55682, 62009]",opus_64k,Opus 64 kbps,5,1,1,3.32924843,4.526287,0.998971,27.756125,27.514766
audioseal,5,104,chinese:SSB0338,3,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,16000,"[5694, 15990, 32520, 8242, 16016]",mp3_128k,MP3 128 kbps,5,1,1,1.30346727,4.51045,0.99976,29.814542,24.537
audioseal,5,104,chinese:SSB0338,3,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,16000,"[5694, 15990, 32520, 8242, 16016]",none,none,5,1,1,1.2865572,4.571911,0.999766,31.070067,31.073661
audioseal,5,104,chinese:SSB0338,3,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,16000,"[5694, 15990, 32520, 8242, 16016]",opus_64k,Opus 64 kbps,5,1,1,1.25548077,4.555444,0.999475,28.871426,28.468583
audioseal,5,105,chinese:SSB0339,1,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,16000,"[16166, 1800, 49255, 41339, 64021]",mp3_128k,MP3 128 kbps,5,1,1,3.4356308,4.409249,0.998941,26.523856,23.272855
audioseal,5,105,chinese:SSB0339,1,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,16000,"[16166, 1800, 49255, 41339, 64021]",none,none,5,1,1,3.30313969,4.518251,0.998945,30.027291,30.032052
audioseal,5,105,chinese:SSB0339,1,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,16000,"[16166, 1800, 49255, 41339, 64021]",opus_64k,Opus 64 kbps,5,1,1,3.31165504,4.515688,0.998667,27.951447,27.515716
audioseal,5,106,chinese:SSB0339,2,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,16000,"[47963, 41805, 59879, 40149, 59797]",mp3_128k,MP3 128 kbps,5,1,1,2.33536959,4.420753,0.999493,27.597022,23.738531
audioseal,5,106,chinese:SSB0339,2,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,16000,"[47963, 41805, 59879, 40149, 59797]",none,none,5,1,1,2.35538101,4.544067,0.999496,32.064016,32.06719
audioseal,5,106,chinese:SSB0339,2,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,16000,"[47963, 41805, 59879, 40149, 59797]",opus_64k,Opus 64 kbps,5,1,1,2.32264614,4.531271,0.999208,28.626943,28.218481
audioseal,5,107,chinese:SSB0339,3,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,16000,"[2535, 37144, 36065, 4958, 7608]",mp3_128k,MP3 128 kbps,5,1,1,2.41393375,4.384655,0.998601,23.569066,21.627515
audioseal,5,107,chinese:SSB0339,3,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,16000,"[2535, 37144, 36065, 4958, 7608]",none,none,5,1,1,2.4618535,4.533047,0.998588,29.746886,29.752157
audioseal,5,107,chinese:SSB0339,3,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,16000,"[2535, 37144, 36065, 4958, 7608]",opus_64k,Opus 64 kbps,5,1,1,2.6249671,4.505445,0.998221,27.289365,26.918142
audioseal,5,108,chinese:SSB0341,1,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,16000,"[14736, 40347, 46387, 64782, 23510]",mp3_128k,MP3 128 kbps,5,1,1,3.40361881,4.478229,0.999143,31.521542,24.930785
audioseal,5,108,chinese:SSB0341,1,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,16000,"[14736, 40347, 46387, 64782, 23510]",none,none,5,1,1,3.42562723,4.609279,0.999151,38.147579,38.147829
audioseal,5,108,chinese:SSB0341,1,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,16000,"[14736, 40347, 46387, 64782, 23510]",opus_64k,Opus 64 kbps,5,1,1,3.47202492,4.563368,0.99882,31.420359,31.296495
audioseal,5,109,chinese:SSB0341,2,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,16000,"[23374, 15867, 44097, 2600, 63314]",mp3_128k,MP3 128 kbps,5,1,1,6.10640621,4.457234,0.999386,30.391717,24.667902
audioseal,5,109,chinese:SSB0341,2,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,16000,"[23374, 15867, 44097, 2600, 63314]",none,none,5,1,1,6.16995335,4.585477,0.99939,38.649281,38.649933
audioseal,5,109,chinese:SSB0341,2,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,16000,"[23374, 15867, 44097, 2600, 63314]",opus_64k,Opus 64 kbps,5,1,1,6.07906294,4.529191,0.999104,30.941895,30.858346
audioseal,5,110,chinese:SSB0341,3,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,16000,"[10031, 51776, 23378, 48517, 28946]",mp3_128k,MP3 128 kbps,5,1,1,2.87628269,4.504536,0.999553,34.242195,25.423637
audioseal,5,110,chinese:SSB0341,3,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,16000,"[10031, 51776, 23378, 48517, 28946]",none,none,5,1,1,2.89874029,4.596489,0.99956,37.595776,37.59578
audioseal,5,110,chinese:SSB0341,3,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,16000,"[10031, 51776, 23378, 48517, 28946]",opus_64k,Opus 64 kbps,5,1,1,2.46076584,4.571361,0.999242,31.966861,31.859065
audioseal,5,111,chinese:SSB0342,1,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,16000,"[25208, 6463, 22687, 32802, 36879]",mp3_128k,MP3 128 kbps,5,1,1,1.11675787,4.301317,0.99872,25.33659,22.680197
audioseal,5,111,chinese:SSB0342,1,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,16000,"[25208, 6463, 22687, 32802, 36879]",none,none,5,1,1,1.12164021,4.522081,0.998726,33.621213,33.622737
audioseal,5,111,chinese:SSB0342,1,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,16000,"[25208, 6463, 22687, 32802, 36879]",opus_64k,Opus 64 kbps,5,1,1,1.13634443,4.509318,0.998379,26.389368,26.302534
audioseal,5,112,chinese:SSB0342,2,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_02.wav,16000,"[21338, 15175, 53795, 27985, 23680]",mp3_128k,MP3 128 kbps,5,1,1,3.08469677,4.351736,0.997849,30.548666,24.713131
audioseal,5,112,chinese:SSB0342,2,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_02.wav,16000,"[21338, 15175, 53795, 27985, 23680]",none,none,5,1,1,3.17162037,4.553851,0.99785,37.011393,37.01229
audioseal,5,112,chinese:SSB0342,2,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_02.wav,16000,"[21338, 15175, 53795, 27985, 23680]",opus_64k,Opus 64 kbps,5,1,1,3.31444263,4.518688,0.997554,29.677749,29.542426
audioseal,5,113,chinese:SSB0342,3,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_03.wav,16000,"[16588, 45156, 15852, 44802, 64409]",mp3_128k,MP3 128 kbps,5,1,1,1.29318905,4.346729,0.99721,30.501631,24.742829
audioseal,5,113,chinese:SSB0342,3,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_03.wav,16000,"[16588, 45156, 15852, 44802, 64409]",none,none,5,1,1,1.25166512,4.439919,0.997214,33.82365,33.824384
audioseal,5,113,chinese:SSB0342,3,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_03.wav,16000,"[16588, 45156, 15852, 44802, 64409]",opus_64k,Opus 64 kbps,5,1,1,1.34324837,4.432564,0.996822,29.067213,28.962514
audioseal,5,114,chinese:SSB0354,1,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_01.wav,16000,"[44287, 47408, 48455, 10965, 60202]",mp3_128k,MP3 128 kbps,5,1,1,2.08878899,4.362906,0.998149,28.460081,24.087255
audioseal,5,114,chinese:SSB0354,1,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_01.wav,16000,"[44287, 47408, 48455, 10965, 60202]",none,none,5,1,1,1.9899292,4.576162,0.99817,34.987119,34.988164
audioseal,5,114,chinese:SSB0354,1,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_01.wav,16000,"[44287, 47408, 48455, 10965, 60202]",opus_64k,Opus 64 kbps,5,1,1,1.98162222,4.51659,0.997897,30.01163,29.765809
audioseal,5,115,chinese:SSB0354,2,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_02.wav,16000,"[1170, 38126, 62189, 25962, 39085]",mp3_128k,MP3 128 kbps,5,1,1,0.30889225,4.381696,0.998431,28.545694,24.103078
audioseal,5,115,chinese:SSB0354,2,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_02.wav,16000,"[1170, 38126, 62189, 25962, 39085]",none,none,5,1,1,0.33705091,4.566674,0.998436,36.655745,36.656799
audioseal,5,115,chinese:SSB0354,2,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_02.wav,16000,"[1170, 38126, 62189, 25962, 39085]",opus_64k,Opus 64 kbps,5,1,1,0.35242796,4.548573,0.998217,30.939877,30.790299
audioseal,5,116,chinese:SSB0354,3,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_03.wav,16000,"[24769, 57607, 35154, 9005, 34735]",mp3_128k,MP3 128 kbps,5,1,1,0.82023811,4.483202,0.999526,33.678578,25.345908
audioseal,5,116,chinese:SSB0354,3,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_03.wav,16000,"[24769, 57607, 35154, 9005, 34735]",none,none,5,1,1,0.78726292,4.59987,0.999531,38.175967,38.176467
audioseal,5,116,chinese:SSB0354,3,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_03.wav,16000,"[24769, 57607, 35154, 9005, 34735]",opus_64k,Opus 64 kbps,5,1,1,0.83401632,4.577167,0.9993,31.79383,31.634032
audioseal,5,117,chinese:SSB0366,1,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_01.wav,16000,"[53649, 62963, 52485, 18699, 19127]",mp3_128k,MP3 128 kbps,5,1,1,1.34749031,4.463173,0.999275,31.599804,24.914961
audioseal,5,117,chinese:SSB0366,1,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_01.wav,16000,"[53649, 62963, 52485, 18699, 19127]",none,none,5,1,1,1.37618637,4.567982,0.999284,34.200397,34.200556
audioseal,5,117,chinese:SSB0366,1,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_01.wav,16000,"[53649, 62963, 52485, 18699, 19127]",opus_64k,Opus 64 kbps,5,1,1,1.27563715,4.554834,0.998742,31.044503,30.475126
audioseal,5,118,chinese:SSB0366,2,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_02.wav,16000,"[18929, 38480, 56214, 64742, 62350]",mp3_128k,MP3 128 kbps,5,1,1,1.07224035,4.422123,0.998665,26.574034,23.277359
audioseal,5,118,chinese:SSB0366,2,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_02.wav,16000,"[18929, 38480, 56214, 64742, 62350]",none,none,5,1,1,1.06183434,4.553407,0.99867,28.096092,28.102704
audioseal,5,118,chinese:SSB0366,2,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_02.wav,16000,"[18929, 38480, 56214, 64742, 62350]",opus_64k,Opus 64 kbps,5,1,1,1.08330488,4.538542,0.997775,26.912913,26.704525
audioseal,5,119,chinese:SSB0366,3,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_03.wav,16000,"[64429, 19652, 64703, 64545, 37691]",mp3_128k,MP3 128 kbps,5,1,1,2.10006332,4.456911,0.999599,29.307006,24.307639
audioseal,5,119,chinese:SSB0366,3,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_03.wav,16000,"[64429, 19652, 64703, 64545, 37691]",none,none,5,1,1,2.06567907,4.588655,0.999609,32.056234,32.058055
audioseal,5,119,chinese:SSB0366,3,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_03.wav,16000,"[64429, 19652, 64703, 64545, 37691]",opus_64k,Opus 64 kbps,5,1,1,2.16304064,4.561597,0.998863,29.73363,29.396451
audioseal,5,120,chinese:SSB0375,1,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_01.wav,16000,"[19385, 62669, 13077, 15540, 32557]",mp3_128k,MP3 128 kbps,5,1,1,2.17366505,4.424694,0.999388,27.925885,23.865164
audioseal,5,120,chinese:SSB0375,1,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_01.wav,16000,"[19385, 62669, 13077, 15540, 32557]",none,none,5,1,1,2.27592087,4.580876,0.999391,31.952329,31.955174
audioseal,5,120,chinese:SSB0375,1,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_01.wav,16000,"[19385, 62669, 13077, 15540, 32557]",opus_64k,Opus 64 kbps,5,1,1,2.3792696,4.574559,0.999094,28.56568,28.492432
audioseal,5,121,chinese:SSB0375,2,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_02.wav,16000,"[44157, 59417, 57887, 9560, 4053]",mp3_128k,MP3 128 kbps,5,1,1,1.16842937,4.472316,0.999874,31.602762,24.955912
audioseal,5,121,chinese:SSB0375,2,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_02.wav,16000,"[44157, 59417, 57887, 9560, 4053]",none,none,5,1,1,1.15975285,4.6124,0.999877,36.58861,36.589636
audioseal,5,121,chinese:SSB0375,2,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_02.wav,16000,"[44157, 59417, 57887, 9560, 4053]",opus_64k,Opus 64 kbps,5,1,1,1.15194893,4.597518,0.999617,29.83258,29.75808
audioseal,5,122,chinese:SSB0375,3,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_03.wav,16000,"[23252, 21061, 58898, 5950, 63520]",mp3_128k,MP3 128 kbps,5,1,1,2.6779809,4.463716,0.999784,31.09947,24.831712
audioseal,5,122,chinese:SSB0375,3,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_03.wav,16000,"[23252, 21061, 58898, 5950, 63520]",none,none,5,1,1,2.74779892,4.610899,0.999787,34.927158,34.92794
audioseal,5,122,chinese:SSB0375,3,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_03.wav,16000,"[23252, 21061, 58898, 5950, 63520]",opus_64k,Opus 64 kbps,5,1,1,2.68080616,4.58301,0.999522,29.516983,29.473179
audioseal,5,123,chinese:SSB0379,1,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_01.wav,16000,"[55610, 52181, 9140, 22070, 27725]",mp3_128k,MP3 128 kbps,5,1,1,3.64634275,4.399348,0.99949,25.55906,22.733782
audioseal,5,123,chinese:SSB0379,1,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_01.wav,16000,"[55610, 52181, 9140, 22070, 27725]",none,none,5,1,1,3.53990221,4.559166,0.999495,30.784523,30.785682
audioseal,5,123,chinese:SSB0379,1,dataset/collusion_300/chinese/SSB0379/chinese_SSB0379_01.wav,16000,"[55610, 52181, 9140, 22070, 27725]",opus_64k,Opus 64 kbps,5,1,1,3.83103418,4.535799,0.999249,27.272915,27.086135
