model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
audioseal,5,chinese:SSB0005,0,0,37335,mean,0,1024,-1.27591515
audioseal,5,chinese:SSB0005,0,0,37335,tct,0,1024,-1.52570009
audioseal,5,chinese:SSB0005,0,0,39043,mean,0,1024,-5.70164490
audioseal,5,chinese:SSB0005,0,0,39043,tct,0,1024,-5.40350676
audioseal,5,chinese:SSB0005,0,0,54127,mean,0,1024,-4.09387589
audioseal,5,chinese:SSB0005,0,0,54127,tct,0,1024,-1.44953632
audioseal,5,chinese:SSB0005,0,0,7710,mean,0,1024,-8.19730759
audioseal,5,chinese:SSB0005,0,0,7710,tct,0,1024,-5.84385395
audioseal,5,chinese:SSB0005,0,0,14839,mean,0,1024,-3.93759537
audioseal,5,chinese:SSB0005,0,0,14839,tct,0,1024,-2.10543633
audioseal,5,chinese:SSB0005,0,0,51138,mean,0,1024,-8.15480042
audioseal,5,chinese:SSB0005,0,0,51138,tct,0,1024,-5.07424736
audioseal,5,chinese:SSB0005,0,0,28964,mean,0,1024,-5.83829117
audioseal,5,chinese:SSB0005,0,0,28964,tct,0,1024,-3.45535088
audioseal,5,chinese:SSB0005,0,0,48738,mean,0,1024,-7.75557709
audioseal,5,chinese:SSB0005,0,0,48738,tct,0,1024,-4.61983871
audioseal,5,chinese:SSB0005,0,0,59641,mean,0,1024,-5.82983017
audioseal,5,chinese:SSB0005,0,0,59641,tct,0,1024,-2.00673199
audioseal,5,chinese:SSB0005,0,0,39663,mean,0,1024,-5.17802334
audioseal,5,chinese:SSB0005,0,0,39663,tct,0,1024,-2.11047268
audioseal,5,chinese:SSB0005,1,1,44004,mean,0,1024,-8.49211979
audioseal,5,chinese:SSB0005,1,1,44004,tct,0,1024,-6.38233566
audioseal,5,chinese:SSB0005,1,1,40351,mean,0,1024,-4.50374317
audioseal,5,chinese:SSB0005,1,1,40351,tct,0,1024,-4.67276573
audioseal,5,chinese:SSB0005,1,1,24850,mean,0,1024,-2.43281269
audioseal,5,chinese:SSB0005,1,1,24850,tct,0,1024,-2.87233925
audioseal,5,chinese:SSB0005,1,1,35358,mean,0,1024,-6.62177944
audioseal,5,chinese:SSB0005,1,1,35358,tct,0,1024,-4.37508583
audioseal,5,chinese:SSB0005,1,1,29085,mean,0,1024,-3.52097797
audioseal,5,chinese:SSB0005,1,1,29085,tct,0,1024,-1.71369123
audioseal,5,chinese:SSB0005,1,1,53179,mean,0,1024,-5.91207409
audioseal,5,chinese:SSB0005,1,1,53179,tct,0,1024,-5.78385067
audioseal,5,chinese:SSB0005,1,1,52522,mean,0,1024,-5.92572784
audioseal,5,chinese:SSB0005,1,1,52522,tct,0,1024,-2.40484905
audioseal,5,chinese:SSB0005,1,1,24718,mean,0,1024,-7.29272175
audioseal,5,chinese:SSB0005,1,1,24718,tct,0,1024,-5.67892551
audioseal,5,chinese:SSB0005,1,1,17937,mean,0,1024,-6.03168774
audioseal,5,chinese:SSB0005,1,1,17937,tct,0,1024,-4.15805721
audioseal,5,chinese:SSB0005,1,1,6934,mean,0,1024,-4.61251736
audioseal,5,chinese:SSB0005,1,1,6934,tct,0,1024,-4.11350536
audioseal,5,chinese:SSB0005,2,2,49177,mean,0,1024,-5.51721191
audioseal,5,chinese:SSB0005,2,2,49177,tct,0,1024,-2.23018885
audioseal,5,chinese:SSB0005,2,2,63873,mean,0,1024,-3.24581528
audioseal,5,chinese:SSB0005,2,2,63873,tct,0,1024,-1.94626188
audioseal,5,chinese:SSB0005,2,2,37019,mean,0,1024,-6.77120590
audioseal,5,chinese:SSB0005,2,2,37019,tct,0,1024,-1.86897564
audioseal,5,chinese:SSB0005,2,2,28465,mean,0,1024,-4.68788910
audioseal,5,chinese:SSB0005,2,2,28465,tct,0,1024,-3.26852942
audioseal,5,chinese:SSB0005,2,2,24896,mean,0,1024,-5.20902443
audioseal,5,chinese:SSB0005,2,2,24896,tct,0,1024,-4.20106983
audioseal,5,chinese:SSB0005,2,2,26936,mean,0,1024,-4.94431877
audioseal,5,chinese:SSB0005,2,2,26936,tct,0,1024,-3.33615971
audioseal,5,chinese:SSB0005,2,2,53363,mean,0,1024,-6.84317207
audioseal,5,chinese:SSB0005,2,2,53363,tct,0,1024,-2.93781471
audioseal,5,chinese:SSB0005,2,2,14405,mean,0,1024,-6.93817234
