model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
wmcodec,2,chinese:SSB0005,0,0,9481,mean,0,1024,-75.03218107
wmcodec,2,chinese:SSB0005,0,0,9481,tct,0,1024,-75.03218107
wmcodec,2,chinese:SSB0005,0,0,49591,mean,0,1024,-18.14133243
wmcodec,2,chinese:SSB0005,0,0,49591,tct,0,1024,-18.14133243
wmcodec,2,chinese:SSB0005,0,0,39580,mean,0,1024,-40.38238960
wmcodec,2,chinese:SSB0005,0,0,39580,tct,0,1024,-40.38238960
wmcodec,2,chinese:SSB0005,0,0,49113,mean,0,1024,-62.85109452
wmcodec,2,chinese:SSB0005,0,0,49113,tct,0,1024,-62.85109452
wmcodec,2,chinese:SSB0005,0,0,23325,mean,0,1024,-48.89989023
wmcodec,2,chinese:SSB0005,0,0,23325,tct,0,1024,-48.89989023
wmcodec,2,chinese:SSB0005,0,0,53390,mean,0,1024,-57.23284892
wmcodec,2,chinese:SSB0005,0,0,53390,tct,0,1024,-57.23284892
wmcodec,2,chinese:SSB0005,0,0,54473,mean,0,1024,-66.55469350
wmcodec,2,chinese:SSB0005,0,0,54473,tct,0,1024,-66.55469350
wmcodec,2,chinese:SSB0005,0,0,6544,mean,0,1024,-15.84097534
wmcodec,2,chinese:SSB0005,0,0,6544,tct,0,1024,-15.84097534
wmcodec,2,chinese:SSB0005,0,0,2082,mean,0,1024,-32.67766217
wmcodec,2,chinese:SSB0005,0,0,2082,tct,0,1024,-32.67766217
wmcodec,2,chinese:SSB0005,0,0,36578,mean,0,1024,-58.29966859
wmcodec,2,chinese:SSB0005,0,0,36578,tct,0,1024,-58.29966859
wmcodec,2,chinese:SSB0005,1,1,65344,mean,0,1024,-38.12488794
wmcodec,2,chinese:SSB0005,1,1,65344,tct,0,1024,-38.12488794
wmcodec,2,chinese:SSB0005,1,1,2864,mean,0,1024,-49.91768586
wmcodec,2,chinese:SSB0005,1,1,2864,tct,0,1024,-49.91768586
wmcodec,2,chinese:SSB0005,1,1,38532,mean,0,1024,-35.44448447
wmcodec,2,chinese:SSB0005,1,1,38532,tct,0,1024,-35.44448447
wmcodec,2,chinese:SSB0005,1,1,40716,mean,0,1024,-48.76862669
wmcodec,2,chinese:SSB0005,1,1,40716,tct,0,1024,-48.76862669
wmcodec,2,chinese:SSB0005,1,1,62844,mean,0,1024,-52.81730890
wmcodec,2,chinese:SSB0005,1,1,62844,tct,0,1024,-52.81730890
wmcodec,2,chinese:SSB0005,1,1,14345,mean,0,1024,-46.66331434
wmcodec,2,chinese:SSB0005,1,1,14345,tct,0,1024,-46.66331434
wmcodec,2,chinese:SSB0005,1,1,59355,mean,0,1024,-42.54511404
wmcodec,2,chinese:SSB0005,1,1,59355,tct,0,1024,-42.54511404
wmcodec,2,chinese:SSB0005,1,1,23149,mean,0,1024,-34.55095458
wmcodec,2,chinese:SSB0005,1,1,23149,tct,0,1024,-34.55095458
wmcodec,2,chinese:SSB0005,1,1,23760,mean,0,1024,-37.88305878
wmcodec,2,chinese:SSB0005,1,1,23760,tct,0,1024,-37.88305878
wmcodec,2,chinese:SSB0005,1,1,18053,mean,0,1024,-25.34082508
wmcodec,2,chinese:SSB0005,1,1,18053,tct,0,1024,-25.34082508
wmcodec,2,chinese:SSB0005,2,2,10001,mean,0,1024,-46.33648795
wmcodec,2,chinese:SSB0005,2,2,10001,tct,0,1024,-46.33648795
wmcodec,2,chinese:SSB0005,2,2,35330,mean,0,1024,-23.83286986
wmcodec,2,chinese:SSB0005,2,2,35330,tct,0,1024,-23.83286986
wmcodec,2,chinese:SSB0005,2,2,62737,mean,0,1024,-51.14678973
wmcodec,2,chinese:SSB0005,2,2,62737,tct,0,1024,-51.14678973
wmcodec,2,chinese:SSB0005,2,2,29166,mean,0,1024,-43.69210857
wmcodec,2,chinese:SSB0005,2,2,29166,tct,0,1024,-43.69210857
wmcodec,2,chinese:SSB0005,2,2,6314,mean,0,1024,-6.41923603
wmcodec,2,chinese:SSB0005,2,2,6314,tct,0,1024,-6.41923603
wmcodec,2,chinese:SSB0005,2,2,46758,mean,0,1024,-55.11667579
wmcodec,2,chinese:SSB0005,2,2,46758,tct,0,1024,-55.11667579
