model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
wmcodec,5,chinese:SSB0005,0,0,37335,mean,0,1024,-15.55733180
wmcodec,5,chinese:SSB0005,0,0,37335,tct,0,1024,-13.96928250
wmcodec,5,chinese:SSB0005,0,0,39043,mean,0,1024,-45.48970628
wmcodec,5,chinese:SSB0005,0,0,39043,tct,0,1024,-66.18216151
wmcodec,5,chinese:SSB0005,0,0,54127,mean,0,1024,-50.42681885
wmcodec,5,chinese:SSB0005,0,0,54127,tct,0,1024,-43.71850837
wmcodec,5,chinese:SSB0005,0,0,7710,mean,0,1024,-32.72091508
wmcodec,5,chinese:SSB0005,0,0,7710,tct,0,1024,-57.90911812
wmcodec,5,chinese:SSB0005,0,0,14839,mean,0,1024,-36.76898125
wmcodec,5,chinese:SSB0005,0,0,14839,tct,0,1024,-24.07163557
wmcodec,5,chinese:SSB0005,0,0,51138,mean,0,1024,-60.10862717
wmcodec,5,chinese:SSB0005,0,0,51138,tct,0,1024,-53.69974661
wmcodec,5,chinese:SSB0005,0,0,28964,mean,0,1024,-29.48632637
wmcodec,5,chinese:SSB0005,0,0,28964,tct,0,1024,-43.33603547
wmcodec,5,chinese:SSB0005,0,0,48738,mean,0,1024,-46.42037559
wmcodec,5,chinese:SSB0005,0,0,48738,tct,0,1024,-64.37562584
wmcodec,5,chinese:SSB0005,0,0,59641,mean,0,1024,-34.42434147
wmcodec,5,chinese:SSB0005,0,0,59641,tct,0,1024,-43.13853919
wmcodec,5,chinese:SSB0005,0,0,39663,mean,0,1024,-46.03603291
wmcodec,5,chinese:SSB0005,0,0,39663,tct,0,1024,-59.08865744
wmcodec,5,chinese:SSB0005,1,1,44004,mean,0,1024,-38.71963093
wmcodec,5,chinese:SSB0005,1,1,44004,tct,0,1024,-25.78969213
wmcodec,5,chinese:SSB0005,1,1,40351,mean,0,1024,-31.68161371
wmcodec,5,chinese:SSB0005,1,1,40351,tct,0,1024,-33.67323546
wmcodec,5,chinese:SSB0005,1,1,24850,mean,0,1024,-33.15625861
wmcodec,5,chinese:SSB0005,1,1,24850,tct,0,1024,-20.38461749
wmcodec,5,chinese:SSB0005,1,1,35358,mean,0,1024,-27.67582038
wmcodec,5,chinese:SSB0005,1,1,35358,tct,0,1024,-30.44632832
wmcodec,5,chinese:SSB0005,1,1,29085,mean,0,1024,-35.41730407
wmcodec,5,chinese:SSB0005,1,1,29085,tct,1,1024,0.74814498
wmcodec,5,chinese:SSB0005,1,1,53179,mean,0,1024,-38.81363204
wmcodec,5,chinese:SSB0005,1,1,53179,tct,0,1024,-50.75818247
wmcodec,5,chinese:SSB0005,1,1,52522,mean,0,1024,-28.59875515
wmcodec,5,chinese:SSB0005,1,1,52522,tct,0,1024,-37.23623216
wmcodec,5,chinese:SSB0005,1,1,24718,mean,0,1024,-24.50348094
wmcodec,5,chinese:SSB0005,1,1,24718,tct,0,1024,-46.63432900
wmcodec,5,chinese:SSB0005,1,1,17937,mean,0,1024,-33.10224554
wmcodec,5,chinese:SSB0005,1,1,17937,tct,0,1024,-22.15514555
wmcodec,5,chinese:SSB0005,1,1,6934,mean,0,1024,-36.88583806
wmcodec,5,chinese:SSB0005,1,1,6934,tct,0,1024,-44.83459000
wmcodec,5,chinese:SSB0005,2,2,49177,mean,0,1024,-57.93419510
wmcodec,5,chinese:SSB0005,2,2,49177,tct,0,1024,-54.33099734
wmcodec,5,chinese:SSB0005,2,2,63873,mean,0,1024,-24.93629664
wmcodec,5,chinese:SSB0005,2,2,63873,tct,0,1024,-30.37401128
wmcodec,5,chinese:SSB0005,2,2,37019,mean,0,1024,-25.32245493
wmcodec,5,chinese:SSB0005,2,2,37019,tct,0,1024,-31.81409739
wmcodec,5,chinese:SSB0005,2,2,28465,mean,0,1024,-36.98538691
wmcodec,5,chinese:SSB0005,2,2,28465,tct,0,1024,-42.58220904
wmcodec,5,chinese:SSB0005,2,2,24896,mean,0,1024,-29.13847071
wmcodec,5,chinese:SSB0005,2,2,24896,tct,0,1024,-33.47867393
wmcodec,5,chinese:SSB0005,2,2,26936,mean,0,1024,-36.93008333
wmcodec,5,chinese:SSB0005,2,2,26936,tct,0,1024,-43.04195034
wmcodec,5,chinese:SSB0005,2,2,53363,mean,0,1024,-54.97803932
wmcodec,5,chinese:SSB0005,2,2,53363,tct,0,1024,-53.46239614
wmcodec,5,chinese:SSB0005,2,2,14405,mean,0,1024,-29.93361610
wmcodec,5,chinese:SSB0005,2,2,14405,tct,0,1024,-46.48093992
wmcodec,5,chinese:SSB0005,2,2,39412,mean,0,1024,-35.96617085
wmcodec,5,chinese:SSB0005,2,2,39412,tct,0,1024,-67.83445196
wmcodec,5,chinese:SSB0005,2,2,51854,mean,0,1024,-11.46589297
wmcodec,5,chinese:SSB0005,2,2,51854,tct,0,1024,-41.85318356
wmcodec,5,chinese:SSB0009,0,3,30254,mean,0,1024,-59.59545048
wmcodec,5,chinese:SSB0009,0,3,30254,tct,0,1024,-62.43259620
wmcodec,5,chinese:SSB0009,0,3,53610,mean,0,1024,-19.82323387
wmcodec,5,chinese:SSB0009,0,3,53610,tct,0,1024,-0.51707929
wmcodec,5,chinese:SSB0009,0,3,62234,mean,0,1024,-42.06209954
wmcodec,5,chinese:SSB0009,0,3,62234,tct,0,1024,-40.52753365
wmcodec,5,chinese:SSB0009,0,3,31814,mean,0,1024,-60.33379182
wmcodec,5,chinese:SSB0009,0,3,31814,tct,0,1024,-48.41505936
wmcodec,5,chinese:SSB0009,0,3,21756,mean,0,1024,-51.43424472
wmcodec,5,chinese:SSB0009,0,3,21756,tct,0,1024,-56.26893332
wmcodec,5,chinese:SSB0009,0,3,18956,mean,0,1024,-54.44396552
wmcodec,5,chinese:SSB0009,0,3,18956,tct,0,1024,-57.27234898
wmcodec,5,chinese:SSB0009,0,3,21916,mean,0,1024,-44.50826272
wmcodec,5,chinese:SSB0009,0,3,21916,tct,0,1024,-33.62203269
wmcodec,5,chinese:SSB0009,0,3,26417,mean,0,1024,-47.54181775
wmcodec,5,chinese:SSB0009,0,3,26417,tct,0,1024,-39.35995391
wmcodec,5,chinese:SSB0009,0,3,32076,mean,0,1024,-41.54742774
wmcodec,5,chinese:SSB0009,0,3,32076,tct,0,1024,-40.11556362
wmcodec,5,chinese:SSB0009,0,3,19477,mean,0,1024,-46.35533007
wmcodec,5,chinese:SSB0009,0,3,19477,tct,0,1024,-23.60493824
wmcodec,5,chinese:SSB0009,1,4,14926,mean,0,1024,-30.01729678
wmcodec,5,chinese:SSB0009,1,4,14926,tct,0,1024,-42.49043965
wmcodec,5,chinese:SSB0009,1,4,4078,mean,0,1024,-54.01303290
wmcodec,5,chinese:SSB0009,1,4,4078,tct,0,1024,-35.29441401
wmcodec,5,chinese:SSB0009,1,4,14688,mean,0,1024,-25.36584662
wmcodec,5,chinese:SSB0009,1,4,14688,tct,0,1024,-34.46956454
wmcodec,5,chinese:SSB0009,1,4,51852,mean,0,1024,-33.15542983
wmcodec,5,chinese:SSB0009,1,4,51852,tct,0,1024,-31.35479336
wmcodec,5,chinese:SSB0009,1,4,54465,mean,0,1024,-34.93043888
wmcodec,5,chinese:SSB0009,1,4,54465,tct,0,1024,-29.99356704
wmcodec,5,chinese:SSB0009,1,4,60177,mean,0,1024,-37.16078328
wmcodec,5,chinese:SSB0009,1,4,60177,tct,0,1024,-52.94456110
wmcodec,5,chinese:SSB0009,1,4,17744,mean,0,1024,-47.86599635
wmcodec,5,chinese:SSB0009,1,4,17744,tct,0,1024,-20.54483735
wmcodec,5,chinese:SSB0009,1,4,55554,mean,0,1024,-39.14720333
wmcodec,5,chinese:SSB0009,1,4,55554,tct,0,1024,-47.20154035
wmcodec,5,chinese:SSB0009,1,4,55166,mean,0,1024,-29.09782589
wmcodec,5,chinese:SSB0009,1,4,55166,tct,0,1024,-28.01522651
wmcodec,5,chinese:SSB0009,1,4,53115,mean,0,1024,-36.69721220
wmcodec,5,chinese:SSB0009,1,4,53115,tct,0,1024,-33.70858473
wmcodec,5,chinese:SSB0009,2,5,5726,mean,0,1024,-32.34295443
wmcodec,5,chinese:SSB0009,2,5,5726,tct,0,1024,-35.69974823
wmcodec,5,chinese:SSB0009,2,5,176,mean,0,1024,-35.46135644
wmcodec,5,chinese:SSB0009,2,5,176,tct,0,1024,-49.93211757
wmcodec,5,chinese:SSB0009,2,5,40097,mean,0,1024,-21.48760680
wmcodec,5,chinese:SSB0009,2,5,40097,tct,0,1024,-23.23339427
wmcodec,5,chinese:SSB0009,2,5,31168,mean,0,1024,-42.47674159
wmcodec,5,chinese:SSB0009,2,5,31168,tct,0,1024,-57.64306028
wmcodec,5,chinese:SSB0009,2,5,52780,mean,0,1024,-38.10867957
wmcodec,5,chinese:SSB0009,2,5,52780,tct,0,1024,-52.75761253
wmcodec,5,chinese:SSB0009,2,5,19154,mean,0,1024,-46.22169331
wmcodec,5,chinese:SSB0009,2,5,19154,tct,0,1024,-35.17106814
wmcodec,5,chinese:SSB0009,2,5,14514,mean,0,1024,-30.93923119
wmcodec,5,chinese:SSB0009,2,5,14514,tct,0,1024,-31.99969358
wmcodec,5,chinese:SSB0009,2,5,42501,mean,0,1024,-34.43755034
wmcodec,5,chinese:SSB0009,2,5,42501,tct,0,1024,-46.32661748
wmcodec,5,chinese:SSB0009,2,5,21516,mean,0,1024,-29.71076945
wmcodec,5,chinese:SSB0009,2,5,21516,tct,0,1024,-65.02624350
wmcodec,5,chinese:SSB0009,2,5,6561,mean,0,1024,-25.83526973
wmcodec,5,chinese:SSB0009,2,5,6561,tct,0,1024,-46.82143092
wmcodec,5,chinese:SSB0011,0,6,22016,mean,0,1024,-40.79411847
wmcodec,5,chinese:SSB0011,0,6,22016,tct,0,1024,-53.05415422
