model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
voicemark,3,chinese:SSB0005,0,0,5939,mean,0,1024,-10.05163918
voicemark,3,chinese:SSB0005,0,0,5939,tct,0,1024,-9.96658353
voicemark,3,chinese:SSB0005,0,0,40294,mean,0,1024,-23.61198087
voicemark,3,chinese:SSB0005,0,0,40294,tct,0,1024,-18.71495385
voicemark,3,chinese:SSB0005,0,0,16625,mean,0,1024,-32.71323009
voicemark,3,chinese:SSB0005,0,0,16625,tct,0,1024,-35.23093713
voicemark,3,chinese:SSB0005,0,0,57508,mean,0,1024,-29.02559228
voicemark,3,chinese:SSB0005,0,0,57508,tct,0,1024,-30.96718944
voicemark,3,chinese:SSB0005,0,0,34246,mean,0,1024,-53.96168371
voicemark,3,chinese:SSB0005,0,0,34246,tct,0,1024,-57.06117560
voicemark,3,chinese:SSB0005,0,0,64513,mean,0,1024,-53.74637170
voicemark,3,chinese:SSB0005,0,0,64513,tct,0,1024,-69.99240879
voicemark,3,chinese:SSB0005,0,0,18295,mean,0,1024,-30.69868194
voicemark,3,chinese:SSB0005,0,0,18295,tct,0,1024,-30.19835584
voicemark,3,chinese:SSB0005,0,0,60,mean,0,1024,-25.20994648
voicemark,3,chinese:SSB0005,0,0,60,tct,0,1024,-34.05739103
voicemark,3,chinese:SSB0005,0,0,2986,mean,0,1024,-49.17989583
voicemark,3,chinese:SSB0005,0,0,2986,tct,0,1024,-53.19833203
voicemark,3,chinese:SSB0005,0,0,8823,mean,0,1024,-43.16870542
voicemark,3,chinese:SSB0005,0,0,8823,tct,0,1024,-44.95009936
voicemark,3,chinese:SSB0005,1,1,39405,mean,0,1024,-40.10845964
voicemark,3,chinese:SSB0005,1,1,39405,tct,0,1024,-35.30615756
voicemark,3,chinese:SSB0005,1,1,58121,mean,0,1024,-39.00973026
voicemark,3,chinese:SSB0005,1,1,58121,tct,0,1024,-34.84934136
voicemark,3,chinese:SSB0005,1,1,6256,mean,0,1024,-34.28796808
voicemark,3,chinese:SSB0005,1,1,6256,tct,0,1024,-25.79858805
voicemark,3,chinese:SSB0005,1,1,49773,mean,0,1024,-36.83154623
voicemark,3,chinese:SSB0005,1,1,49773,tct,0,1024,-44.62925268
voicemark,3,chinese:SSB0005,1,1,56645,mean,0,1024,-47.13349287
voicemark,3,chinese:SSB0005,1,1,56645,tct,0,1024,-53.74402791
voicemark,3,chinese:SSB0005,1,1,17671,mean,0,1024,-11.68821685
voicemark,3,chinese:SSB0005,1,1,17671,tct,0,1024,-19.32867145
voicemark,3,chinese:SSB0005,1,1,24604,mean,0,1024,-53.20435755
voicemark,3,chinese:SSB0005,1,1,24604,tct,0,1024,-48.02813269
voicemark,3,chinese:SSB0005,1,1,49670,mean,0,1024,-26.24684040
voicemark,3,chinese:SSB0005,1,1,49670,tct,0,1024,-30.50154630
voicemark,3,chinese:SSB0005,1,1,57059,mean,0,1024,-52.36859362
voicemark,3,chinese:SSB0005,1,1,57059,tct,0,1024,-62.41978082
voicemark,3,chinese:SSB0005,1,1,4086,mean,0,1024,-54.04205458
voicemark,3,chinese:SSB0005,1,1,4086,tct,0,1024,-43.52610878
voicemark,3,chinese:SSB0005,2,2,20877,mean,0,1024,-38.37986589
voicemark,3,chinese:SSB0005,2,2,20877,tct,0,1024,-42.23228538
voicemark,3,chinese:SSB0005,2,2,18365,mean,0,1024,-44.41861463
voicemark,3,chinese:SSB0005,2,2,18365,tct,0,1024,-45.56773082
voicemark,3,chinese:SSB0005,2,2,20222,mean,0,1024,-55.77068449
voicemark,3,chinese:SSB0005,2,2,20222,tct,0,1024,-57.02810947
voicemark,3,chinese:SSB0005,2,2,33215,mean,0,1024,-38.12001777
voicemark,3,chinese:SSB0005,2,2,33215,tct,0,1024,-33.91942159
voicemark,3,chinese:SSB0005,2,2,32529,mean,0,1024,-45.63637424
voicemark,3,chinese:SSB0005,2,2,32529,tct,0,1024,-37.77126367
voicemark,3,chinese:SSB0005,2,2,49529,mean,0,1024,-47.93408609
voicemark,3,chinese:SSB0005,2,2,49529,tct,0,1024,-52.31655497
voicemark,3,chinese:SSB0005,2,2,31545,mean,0,1024,-43.90883279
voicemark,3,chinese:SSB0005,2,2,31545,tct,0,1024,-43.64062827
voicemark,3,chinese:SSB0005,2,2,17617,mean,0,1024,-42.31052566
voicemark,3,chinese:SSB0005,2,2,17617,tct,0,1024,-50.54825871
voicemark,3,chinese:SSB0005,2,2,5239,mean,0,1024,-22.82428636
voicemark,3,chinese:SSB0005,2,2,5239,tct,0,1024,-31.81774580
voicemark,3,chinese:SSB0005,2,2,22858,mean,0,1024,-46.43945909
voicemark,3,chinese:SSB0005,2,2,22858,tct,0,1024,-55.54404394
voicemark,3,chinese:SSB0009,0,3,24809,mean,0,1024,-32.08241320
voicemark,3,chinese:SSB0009,0,3,24809,tct,0,1024,-27.47035602
voicemark,3,chinese:SSB0009,0,3,25929,mean,0,1024,-32.36396360
voicemark,3,chinese:SSB0009,0,3,25929,tct,0,1024,-31.98609432
