model,K,spk,local_t,gi,target,method,target_top1,N_registry,target_margin
audioseal,8,chinese:SSB0005,0,0,46835,mean,0,1024,-6.80957603
audioseal,8,chinese:SSB0005,0,0,46835,tct,0,1024,-4.88438416
audioseal,8,chinese:SSB0005,0,0,20558,mean,0,1024,-6.92564774
audioseal,8,chinese:SSB0005,0,0,20558,tct,0,1024,-0.19597101
audioseal,8,chinese:SSB0005,0,0,45305,mean,0,1024,-6.60492706
audioseal,8,chinese:SSB0005,0,0,45305,tct,0,1024,-4.66339159
audioseal,8,chinese:SSB0005,0,0,7939,mean,0,1024,-4.51256180
audioseal,8,chinese:SSB0005,0,0,7939,tct,0,1024,-5.35970592
audioseal,8,chinese:SSB0005,0,0,37353,mean,0,1024,-7.67116737
audioseal,8,chinese:SSB0005,0,0,37353,tct,0,1024,-5.88898993
audioseal,8,chinese:SSB0005,0,0,6221,mean,0,1024,-5.22514534
audioseal,8,chinese:SSB0005,0,0,6221,tct,0,1024,-4.22973537
audioseal,8,chinese:SSB0005,0,0,62748,mean,0,1024,-3.58031654
audioseal,8,chinese:SSB0005,0,0,62748,tct,0,1024,-2.79164553
audioseal,8,chinese:SSB0005,0,0,64,mean,0,1024,-11.18604088
audioseal,8,chinese:SSB0005,0,0,64,tct,0,1024,-6.95708275
audioseal,8,chinese:SSB0005,0,0,58681,mean,0,1024,-6.74177933
audioseal,8,chinese:SSB0005,0,0,58681,tct,0,1024,-3.30359268
audioseal,8,chinese:SSB0005,0,0,55814,mean,0,1024,-3.76075554
audioseal,8,chinese:SSB0005,0,0,55814,tct,0,1024,-1.10026026
audioseal,8,chinese:SSB0005,1,1,6673,mean,0,1024,-5.39733410
audioseal,8,chinese:SSB0005,1,1,6673,tct,0,1024,-1.86371803
audioseal,8,chinese:SSB0005,1,1,21770,mean,0,1024,-4.27384567
audioseal,8,chinese:SSB0005,1,1,21770,tct,0,1024,-2.09371042
audioseal,8,chinese:SSB0005,1,1,39562,mean,0,1024,-6.64299774
audioseal,8,chinese:SSB0005,1,1,39562,tct,0,1024,-4.05049515
audioseal,8,chinese:SSB0005,1,1,9727,mean,0,1024,-4.91335392
audioseal,8,chinese:SSB0005,1,1,9727,tct,0,1024,-3.54407692
audioseal,8,chinese:SSB0005,1,1,49907,mean,0,1024,-8.26721859
audioseal,8,chinese:SSB0005,1,1,49907,tct,0,1024,-6.67230225
audioseal,8,chinese:SSB0005,1,1,63114,mean,0,1024,-4.89574146
audioseal,8,chinese:SSB0005,1,1,63114,tct,0,1024,-3.75814724
audioseal,8,chinese:SSB0005,1,1,41772,mean,0,1024,-4.19170284
audioseal,8,chinese:SSB0005,1,1,41772,tct,0,1024,-1.48120308
audioseal,8,chinese:SSB0005,1,1,10850,mean,0,1024,-7.77962780
audioseal,8,chinese:SSB0005,1,1,10850,tct,0,1024,-6.30626488
audioseal,8,chinese:SSB0005,1,1,30061,mean,0,1024,-2.51905918
audioseal,8,chinese:SSB0005,1,1,30061,tct,0,1024,-0.26180887
audioseal,8,chinese:SSB0005,1,1,10120,mean,0,1024,-5.20042324
audioseal,8,chinese:SSB0005,1,1,10120,tct,0,1024,-1.64597797
audioseal,8,chinese:SSB0005,2,2,21973,mean,0,1024,-4.55525446
audioseal,8,chinese:SSB0005,2,2,21973,tct,0,1024,-3.06530762
audioseal,8,chinese:SSB0005,2,2,58335,mean,0,1024,-9.64609909
audioseal,8,chinese:SSB0005,2,2,58335,tct,0,1024,-3.61435175
audioseal,8,chinese:SSB0005,2,2,14394,mean,0,1024,-4.53903818
audioseal,8,chinese:SSB0005,2,2,14394,tct,0,1024,-3.38493109
audioseal,8,chinese:SSB0005,2,2,61305,mean,0,1024,-6.73374796
audioseal,8,chinese:SSB0005,2,2,61305,tct,0,1024,-2.21213198
audioseal,8,chinese:SSB0005,2,2,37419,mean,0,1024,-7.27081060
audioseal,8,chinese:SSB0005,2,2,37419,tct,0,1024,-5.22792149
audioseal,8,chinese:SSB0005,2,2,23614,mean,0,1024,-2.22013521
audioseal,8,chinese:SSB0005,2,2,23614,tct,0,1024,-3.81474304
audioseal,8,chinese:SSB0005,2,2,18895,mean,0,1024,-7.52010679
audioseal,8,chinese:SSB0005,2,2,18895,tct,0,1024,-5.46949100
audioseal,8,chinese:SSB0005,2,2,10134,mean,0,1024,-6.99659586
audioseal,8,chinese:SSB0005,2,2,10134,tct,0,1024,-4.08926344
audioseal,8,chinese:SSB0005,2,2,40607,mean,0,1024,-8.75826645
audioseal,8,chinese:SSB0005,2,2,40607,tct,0,1024,-3.43420410
audioseal,8,chinese:SSB0005,2,2,33321,mean,0,1024,-8.39731789
audioseal,8,chinese:SSB0005,2,2,33321,tct,0,1024,-7.14649248
audioseal,8,chinese:SSB0009,0,3,19085,mean,0,1024,-7.18083096
audioseal,8,chinese:SSB0009,0,3,19085,tct,0,1024,-4.40366554
audioseal,8,chinese:SSB0009,0,3,26757,mean,0,1024,-6.11626911
audioseal,8,chinese:SSB0009,0,3,26757,tct,0,1024,-3.17981958
audioseal,8,chinese:SSB0009,0,3,63574,mean,0,1024,-6.82767773
audioseal,8,chinese:SSB0009,0,3,63574,tct,0,1024,-2.44334412
audioseal,8,chinese:SSB0009,0,3,56025,mean,0,1024,-8.03664589
audioseal,8,chinese:SSB0009,0,3,56025,tct,0,1024,-5.33590078
audioseal,8,chinese:SSB0009,0,3,41782,mean,0,1024,-8.83442688
audioseal,8,chinese:SSB0009,0,3,41782,tct,0,1024,-2.39303398
audioseal,8,chinese:SSB0009,0,3,57011,mean,0,1024,-4.05157089
audioseal,8,chinese:SSB0009,0,3,57011,tct,0,1024,-0.46462011
audioseal,8,chinese:SSB0009,0,3,25594,mean,0,1024,-6.81785297
audioseal,8,chinese:SSB0009,0,3,25594,tct,0,1024,-4.64284515
audioseal,8,chinese:SSB0009,0,3,55153,mean,0,1024,-5.15024376
audioseal,8,chinese:SSB0009,0,3,55153,tct,0,1024,-3.21374989
audioseal,8,chinese:SSB0009,0,3,2368,mean,0,1024,-6.42481136
audioseal,8,chinese:SSB0009,0,3,2368,tct,0,1024,-5.34688377
audioseal,8,chinese:SSB0009,0,3,42315,mean,0,1024,-8.92729378
audioseal,8,chinese:SSB0009,0,3,42315,tct,0,1024,-6.54621220
audioseal,8,chinese:SSB0009,1,4,27687,mean,0,1024,-5.65623522
audioseal,8,chinese:SSB0009,1,4,27687,tct,0,1024,-5.29474306
audioseal,8,chinese:SSB0009,1,4,14395,mean,0,1024,-5.78690386
audioseal,8,chinese:SSB0009,1,4,14395,tct,0,1024,-3.75102282
audioseal,8,chinese:SSB0009,1,4,31652,mean,0,1024,-5.91776514
audioseal,8,chinese:SSB0009,1,4,31652,tct,0,1024,-3.50072622
audioseal,8,chinese:SSB0009,1,4,38243,mean,0,1024,-0.01399374
audioseal,8,chinese:SSB0009,1,4,38243,tct,1,1024,0.61818504
audioseal,8,chinese:SSB0009,1,4,16776,mean,0,1024,-4.55858088
audioseal,8,chinese:SSB0009,1,4,16776,tct,0,1024,-4.16941357
audioseal,8,chinese:SSB0009,1,4,31935,mean,0,1024,-6.59590483
audioseal,8,chinese:SSB0009,1,4,31935,tct,0,1024,-5.50045109
audioseal,8,chinese:SSB0009,1,4,1019,mean,0,1024,-5.12853098
audioseal,8,chinese:SSB0009,1,4,1019,tct,0,1024,-4.97551060
audioseal,8,chinese:SSB0009,1,4,42557,mean,0,1024,-6.97971201
audioseal,8,chinese:SSB0009,1,4,42557,tct,0,1024,-4.04339123
audioseal,8,chinese:SSB0009,1,4,11880,mean,0,1024,-3.07280779
audioseal,8,chinese:SSB0009,1,4,11880,tct,0,1024,-3.30635452
audioseal,8,chinese:SSB0009,1,4,24605,mean,0,1024,-9.47344398
audioseal,8,chinese:SSB0009,1,4,24605,tct,0,1024,-4.25028276
audioseal,8,chinese:SSB0009,2,5,52043,mean,0,1024,-6.51868153
audioseal,8,chinese:SSB0009,2,5,52043,tct,0,1024,-0.27320957
