model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
timbrewm,5,255,english:1963,1,dataset/collusion_300/english/1963/english_1963_01.wav,5,5,uniform,1,8,0.8000,4.6005,0.9998,37.40
timbrewm,5,256,english:1963,2,dataset/collusion_300/english/1963/english_1963_02.wav,5,5,uniform,0,10,1.0000,4.5776,0.9997,38.06
timbrewm,5,257,english:1963,3,dataset/collusion_300/english/1963/english_1963_03.wav,5,5,uniform,1,9,0.9000,4.5686,0.9999,38.70
timbrewm,5,258,english:1970,1,dataset/collusion_300/english/1970/english_1970_01.wav,5,5,uniform,0,10,1.0000,4.5782,0.9970,34.69
timbrewm,5,259,english:1970,2,dataset/collusion_300/english/1970/english_1970_02.wav,5,5,uniform,1,9,0.9000,4.5848,0.9980,34.75
timbrewm,5,260,english:1970,3,dataset/collusion_300/english/1970/english_1970_03.wav,5,5,uniform,1,9,0.9000,4.5987,0.9986,36.29
timbrewm,5,261,english:198,1,dataset/collusion_300/english/198/english_198_01.wav,5,5,uniform,1,8,0.8000,4.5854,0.9981,31.40
timbrewm,5,262,english:198,2,dataset/collusion_300/english/198/english_198_02.wav,5,5,uniform,1,9,0.9000,4.5140,0.9962,28.50
timbrewm,5,263,english:198,3,dataset/collusion_300/english/198/english_198_03.wav,5,5,uniform,0,10,1.0000,4.5514,0.9961,30.52
timbrewm,5,264,english:1992,1,dataset/collusion_300/english/1992/english_1992_01.wav,5,5,uniform,1,9,0.9000,4.6012,0.9977,34.48
timbrewm,5,265,english:1992,2,dataset/collusion_300/english/1992/english_1992_02.wav,5,5,uniform,1,8,0.8000,4.5423,0.9959,32.71
timbrewm,5,266,english:1992,3,dataset/collusion_300/english/1992/english_1992_03.wav,5,5,uniform,0,10,1.0000,4.5761,0.9976,35.80
timbrewm,5,267,english:200,1,dataset/collusion_300/english/200/english_200_01.wav,5,5,uniform,0,10,1.0000,4.5518,0.9976,33.64
timbrewm,5,268,english:200,2,dataset/collusion_300/english/200/english_200_02.wav,5,5,uniform,1,9,0.9000,4.5356,0.9968,29.71
timbrewm,5,269,english:200,3,dataset/collusion_300/english/200/english_200_03.wav,5,5,uniform,1,9,0.9000,4.5815,0.9973,32.64
timbrewm,5,270,english:2002,1,dataset/collusion_300/english/2002/english_2002_01.wav,5,5,uniform,1,8,0.8000,4.5716,0.9989,35.38
timbrewm,5,271,english:2002,2,dataset/collusion_300/english/2002/english_2002_02.wav,5,5,uniform,1,8,0.8000,4.5861,0.9988,34.96
timbrewm,5,272,english:2002,3,dataset/collusion_300/english/2002/english_2002_03.wav,5,5,uniform,1,8,0.8000,4.5911,0.9980,36.12
timbrewm,5,273,english:2007,1,dataset/collusion_300/english/2007/english_2007_01.wav,5,5,uniform,1,8,0.8000,4.5480,0.9983,31.55
