model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
wmcodec,5,81,chinese:SSB0288,1,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_01.wav,5,5,uniform,1,8,0.5000,4.3587,0.9876,16.90
wmcodec,5,82,chinese:SSB0288,2,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_02.wav,5,5,uniform,1,9,0.5625,4.3166,0.9872,16.48
wmcodec,5,83,chinese:SSB0288,3,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_03.wav,5,5,uniform,1,12,0.7500,4.3020,0.9864,16.33
wmcodec,5,84,chinese:SSB0299,1,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_01.wav,5,5,uniform,1,10,0.6250,4.3770,0.9908,16.62
wmcodec,5,85,chinese:SSB0299,2,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_02.wav,5,5,uniform,1,11,0.6875,4.3130,0.9880,15.40
wmcodec,5,86,chinese:SSB0299,3,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_03.wav,5,5,uniform,1,11,0.6875,4.1507,0.9860,14.58
wmcodec,5,87,chinese:SSB0307,1,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,5,5,uniform,1,14,0.8750,4.3516,0.9826,15.85
wmcodec,5,88,chinese:SSB0307,2,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,5,6,uniform,1,14,0.8750,4.4229,0.9859,16.53
wmcodec,5,89,chinese:SSB0307,3,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,5,5,uniform,1,9,0.5625,4.3084,0.9803,16.27
wmcodec,5,90,chinese:SSB0309,1,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,5,5,uniform,1,13,0.8125,4.3086,0.9891,16.48
wmcodec,5,91,chinese:SSB0309,2,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,5,5,uniform,1,13,0.8125,4.2266,0.9901,16.39
wmcodec,5,92,chinese:SSB0309,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,5,5,uniform,1,12,0.7500,4.2697,0.9909,16.10
wmcodec,5,93,chinese:SSB0315,1,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,5,5,uniform,1,12,0.7500,4.4632,0.9881,16.19
