model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
audioseal,5,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,5,5,uniform,1,13,0.8125,4.5878,0.9992,35.72
audioseal,5,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,5,5,uniform,1,14,0.8750,4.5960,0.9994,32.47
audioseal,5,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,5,5,uniform,1,13,0.8125,4.5923,0.9993,33.75
audioseal,5,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,5,5,uniform,1,13,0.8125,4.5860,0.9996,34.18
audioseal,5,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,5,5,uniform,1,12,0.7500,4.5986,0.9995,33.19
audioseal,5,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,5,5,uniform,1,14,0.8750,4.5883,0.9996,34.69
audioseal,5,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,5,5,uniform,1,14,0.8750,4.5812,0.9993,36.31
audioseal,5,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,5,5,uniform,1,11,0.6875,4.5655,0.9989,34.43
audioseal,5,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,5,5,uniform,1,13,0.8125,4.5745,0.9990,32.70
audioseal,5,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,5,5,uniform,1,14,0.8750,4.5913,0.9993,31.66
audioseal,5,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,5,5,uniform,1,13,0.8125,4.6053,0.9998,35.44
audioseal,5,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,5,5,uniform,1,11,0.6875,4.5967,0.9998,33.21
