model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
wavmark,5,0,chinese:SSB0005,1,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,5,5,uniform,1,15,0.9375,4.5735,0.9980,43.53
wavmark,5,1,chinese:SSB0005,2,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,5,5,uniform,1,14,0.8750,4.6045,0.9995,43.60
wavmark,5,2,chinese:SSB0005,3,dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,5,5,uniform,1,13,0.8125,4.5895,0.9980,43.39
wavmark,5,3,chinese:SSB0009,1,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,5,5,uniform,1,15,0.9375,4.5967,0.9999,42.71
wavmark,5,4,chinese:SSB0009,2,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,5,5,uniform,1,13,0.8125,4.5716,0.9999,43.30
wavmark,5,5,chinese:SSB0009,3,dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,5,5,uniform,1,13,0.8125,4.5922,0.9998,41.99
wavmark,5,6,chinese:SSB0011,1,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,5,5,uniform,0,16,1.0000,4.5023,0.9997,44.23
wavmark,5,7,chinese:SSB0011,2,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,5,5,uniform,1,13,0.8125,4.5222,0.9993,41.79
wavmark,5,8,chinese:SSB0011,3,dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,5,5,uniform,1,13,0.8125,4.5542,0.9994,43.38
wavmark,5,9,chinese:SSB0012,1,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,5,5,uniform,1,14,0.8750,4.4770,0.9997,41.82
wavmark,5,10,chinese:SSB0012,2,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,5,5,uniform,1,15,0.9375,4.5991,0.9999,43.63
wavmark,5,11,chinese:SSB0012,3,dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_03.wav,5,5,uniform,1,13,0.8125,4.5507,0.9999,43.35
wavmark,5,12,chinese:SSB0016,1,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_01.wav,5,5,uniform,1,11,0.6875,4.3305,0.9980,38.35
wavmark,5,13,chinese:SSB0016,2,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_02.wav,5,5,uniform,1,11,0.6875,4.3251,0.9973,37.23
wavmark,5,14,chinese:SSB0016,3,dataset/collusion_300/chinese/SSB0016/chinese_SSB0016_03.wav,5,5,uniform,1,14,0.8750,4.4105,0.9970,38.88
wavmark,5,15,chinese:SSB0018,1,dataset/collusion_300/chinese/SSB0018/chinese_SSB0018_01.wav,5,5,uniform,1,12,0.7500,4.5478,0.9995,44.57
