model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
voicemark,8,chinese:SSB0005,0,0,single_copy,0,0.7000,-0.0001,10.2521,4.6439,1.0000,149.52,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,0,0,mean,1,0.6862,-31.1448,-31.1094,4.1673,0.9545,16.07,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,0,0,rp,1,0.7028,-11.4186,-11.4156,3.6877,0.9388,12.66,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,0,0,random_dirichlet,1,0.6752,-9.4345,-8.6785,3.9537,0.9440,14.51,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,0,0,eep,1,0.6819,-20.1691,-20.1628,3.6929,0.9435,12.96,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,0,0,fwp,1,0.7173,-13.1983,-12.1833,3.8448,0.9485,13.42,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,0,0,dm,1,0.6924,-19.8052,-18.7785,4.1457,0.9551,15.57,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,0,0,tct,1,0.6872,-26.8300,-26.8225,4.0847,0.9520,15.82,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,0,0,payload_farthest,1,0.7058,-26.3210,-26.1351,4.1504,0.9549,18.36,0.1043,0.4394,-26.8225,-26.8225
voicemark,8,chinese:SSB0005,1,1,single_copy,0,0.6984,-0.0012,7.7913,4.6439,1.0000,149.82,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,1,1,mean,1,0.6320,-27.8717,-27.6569,4.4043,0.9727,17.86,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,1,1,rp,1,0.7146,-14.4063,-13.7142,4.0800,0.9606,15.58,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,1,1,random_dirichlet,1,0.6382,-11.5931,-11.0368,4.2756,0.9638,16.84,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,1,1,eep,1,0.7191,-16.4490,-16.2591,3.9748,0.9569,14.27,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,1,1,fwp,1,0.7012,-30.6558,-30.4512,3.9932,0.9477,14.13,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,1,1,dm,1,0.6786,-49.0107,-48.6186,4.1896,0.9570,15.60,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,1,1,tct,1,0.6873,-17.8249,-17.7812,4.1517,0.9591,15.81,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,1,1,payload_farthest,1,0.6992,-20.1257,-19.5234,3.9655,0.9532,13.88,0.3421,-0.4028,-17.7812,-17.7811
voicemark,8,chinese:SSB0005,2,2,single_copy,0,0.7024,-0.0003,9.5137,4.6439,1.0000,149.73,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0005,2,2,mean,1,0.6833,-26.0320,-24.7812,4.2621,0.9749,15.55,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0005,2,2,rp,1,0.7170,-10.9088,-10.6598,4.2557,0.9712,14.75,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0005,2,2,random_dirichlet,1,0.6480,-35.0745,-34.9661,4.3777,0.9824,16.91,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0005,2,2,eep,1,0.6825,-13.1498,-12.4774,4.1935,0.9755,15.48,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0005,2,2,fwp,1,0.7188,-35.6916,-35.6866,4.1929,0.9614,14.08,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0005,2,2,dm,1,0.7039,-28.3713,-28.2270,4.2341,0.9653,14.82,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0005,2,2,tct,1,0.7160,-15.8737,-15.4465,3.9300,0.9678,13.28,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0005,2,2,payload_farthest,1,0.7213,-16.0748,-15.8932,4.4097,0.9807,18.21,-0.3043,0.6821,-15.4465,-15.4477
voicemark,8,chinese:SSB0009,0,3,single_copy,0,0.8117,-0.1066,3.1554,4.6439,1.0000,147.13,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,0,3,mean,1,0.6958,-17.6333,-17.2488,3.8791,0.9557,10.69,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,0,3,rp,1,0.7982,-10.6569,-10.6361,3.6312,0.9501,9.47,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,0,3,random_dirichlet,1,0.7031,-9.0364,-7.4444,3.6252,0.9466,9.59,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,0,3,eep,1,0.7982,-10.6569,-10.6361,3.6312,0.9501,9.47,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,0,3,fwp,0,0.7016,-0.6251,0.1514,3.4079,0.9408,8.80,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,0,3,dm,1,0.6923,-26.5057,-25.8068,3.9967,0.9610,11.82,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,0,3,tct,1,0.6868,-18.2134,-17.5313,3.8248,0.9557,10.64,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,0,3,payload_farthest,0,0.7041,-0.5558,0.4113,3.5785,0.9504,8.87,0.1757,-0.0283,-17.5313,-17.5303
voicemark,8,chinese:SSB0009,1,4,single_copy,0,0.7555,-0.5838,0.2361,4.6439,1.0000,147.22,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,1,4,mean,1,0.6912,-21.5877,-21.2627,3.9510,0.9663,12.79,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,1,4,rp,1,0.7088,-21.6579,-21.4294,4.0706,0.9755,14.05,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,1,4,random_dirichlet,1,0.7025,-26.7111,-26.2076,4.0833,0.9714,13.88,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,1,4,eep,1,0.8005,-29.9383,-29.9200,3.6572,0.9499,10.63,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,1,4,fwp,1,0.7727,-29.2432,-28.7899,3.6385,0.9517,10.98,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,1,4,dm,1,0.7335,-24.0556,-23.7841,3.7718,0.9556,11.66,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,1,4,tct,1,0.6611,-22.0166,-20.4979,4.2292,0.9812,15.50,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,1,4,payload_farthest,1,0.7386,-15.0040,-14.9230,4.4059,0.9871,16.62,0.5019,-0.3393,-20.4979,-20.4690
voicemark,8,chinese:SSB0009,2,5,single_copy,0,0.7898,-0.0003,8.4417,4.6439,1.0000,147.05,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0009,2,5,mean,1,0.6890,-32.0220,-32.0149,4.2719,0.9742,11.89,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0009,2,5,rp,1,0.7131,-18.8793,-18.2256,4.0849,0.9718,10.10,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0009,2,5,random_dirichlet,1,0.6963,-31.7272,-31.7072,4.0283,0.9598,10.03,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0009,2,5,eep,1,0.7670,-21.9557,-21.5251,3.6582,0.9441,8.52,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0009,2,5,fwp,1,0.7131,-18.8793,-18.2256,4.0849,0.9718,10.10,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0009,2,5,dm,1,0.6827,-30.7826,-30.0361,4.2270,0.9731,11.47,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0009,2,5,tct,1,0.6586,-16.3119,-15.9826,4.2048,0.9742,10.29,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0009,2,5,payload_farthest,1,0.7131,-18.8793,-18.2256,4.0849,0.9718,10.10,0.3301,-0.5004,-15.9826,-15.9868
voicemark,8,chinese:SSB0011,0,6,single_copy,0,0.6793,-0.0121,4.8560,4.6439,1.0000,143.74,0.5735,-0.7023,-11.4194,-11.4194
voicemark,8,chinese:SSB0011,0,6,mean,1,0.6407,-22.2720,-21.9023,3.8309,0.9540,16.46,0.5735,-0.7023,-11.4194,-11.4194
voicemark,8,chinese:SSB0011,0,6,rp,1,0.6241,-6.8510,-6.5200,3.6991,0.9461,15.56,0.5735,-0.7023,-11.4194,-11.4194
voicemark,8,chinese:SSB0011,0,6,random_dirichlet,1,0.5814,-21.1766,-20.7015,3.6879,0.9496,15.40,0.5735,-0.7023,-11.4194,-11.4194
voicemark,8,chinese:SSB0011,0,6,eep,0,0.6924,-0.1585,2.5152,3.9053,0.9690,18.82,0.5735,-0.7023,-11.4194,-11.4194
voicemark,8,chinese:SSB0011,0,6,fwp,0,0.6924,-0.1585,2.5152,3.9053,0.9690,18.82,0.5735,-0.7023,-11.4194,-11.4194
voicemark,8,chinese:SSB0011,0,6,dm,1,0.6548,-14.5942,-14.0068,3.7700,0.9580,17.16,0.5735,-0.7023,-11.4194,-11.4194
